Province,Table_1 | Number of | Schools,Table_1 | Disadv. | Schools,Table_1 | Number of | Classes,Table_1 | Classes | in Pagoda,Table_1 | Enrollment | Total,Table_1 | Enrollment | Girl,Table_1 | Repeaters | Total,Table_1 | Repeaters | Girl,Table_1 | Teaching Staff | Total,Table_1 | Teaching Staff | Female,Table_1 | Non-Teaching Staff | Total,Table_1 | Non-Teaching Staff | Female,Table_1 | Total Staff | Total,Table_1 | Total Staff | Female,Table_2 | Number of Schools | Pre-Sch.,Table_2 | Number of Schools | Primary,Table_2 | Number of Schools | College,Table_2 | Number of Schools | Lycee,Table_2 | 2 - Shift | Schools,Table_2 | Floating | Schools,Table_2 | Schools | in Pagoda,Table_2 | Attached | Pre-Sch.,Table_2 | Schools Without | Water Sup.,Table_2 | Schools Without | Latrine,Table_2 | Characteristics of School Principals (Incharge) | Avg. Age,Table_2 | Characteristics of School Principals (Incharge) | Avg.Service,Table_2 | Characteristics of School Principals (Incharge) | U.Sec+ Ed.,Table_2 | Characteristics of School Principals (Incharge) | Female,Table_3 | Number of Primary Schools,Table_3 | Number of Cluster Schools,Table_3 | Satelite School | school,Table_3 | Satelite School | class,Table_3 | Number of schools in Pagoda | Pre school Schools,Table_3 | Number of schools in Pagoda | Pre school Classes,Table_3 | Number of schools in Pagoda | Primary School Schools,Table_3 | Number of schools in Pagoda | Primary School Classes,Table_3 | Number of schools in Pagoda | Junior high school Schools,Table_3 | Number of schools in Pagoda | Junior high school Classes,Table_3 | Number of schools in Pagoda | Senior high school Schools,Table_3 | Number of schools in Pagoda | Senior high school Classes,Table_4 | Enrollment in Grade 1 | Total,Table_4 | Enrollment in Grade 1 | Girl,Table_4 | Repeaters in Grade 1 | Total,Table_4 | Repeaters in Grade 1 | Girl,Table_4 | Enrollment in Grade 2 | Total,Table_4 | Enrollment in Grade 2 | Girl,Table_4 | Repeaters in Grade 2 | Total,Table_4 | Repeaters in Grade 2 | Girl,Table_4 | Enrollment in Grade 3 | Total,Table_4 | Enrollment in Grade 3 | Girl,Table_4 | Repeaters in Grade 3 | Total,Table_4 | Repeaters in Grade 3 | Girl,Table_5 | Enrollment in Grade 4 | Total,Table_5 | Enrollment in Grade 4 | Girl,Table_5 | Repeaters in Grade 4 | Total,Table_5 | Repeaters in Grade 4 | Girl,Table_5 | Enrollment in Grade 5 | Total,Table_5 | Enrollment in Grade 5 | Girl,Table_5 | Repeaters in Grade 5 | Total,Table_5 | Repeaters in Grade 5 | Girl,Table_5 | Enrollment in Grade 6 | Total,Table_5 | Enrollment in Grade 6 | Girl,Table_5 | Repeaters in Grade 6 | Total,Table_5 | Repeaters in Grade 6 | Girl,Table_6 | Enrollment in Grade 7 | Total,Table_6 | Enrollment in Grade 7 | Girl,Table_6 | Repeaters in Grade 7 | Total,Table_6 | Repeaters in Grade 7 | Girl,Table_6 | Enrollment in Grade 8 | Total,Table_6 | Enrollment in Grade 8 | Girl,Table_6 | Repeaters in Grade 8 | Total,Table_6 | Repeaters in Grade 8 | Girl,Table_6 | Enrollment in Grade 9 | Total,Table_6 | Enrollment in Grade 9 | Girl,Table_6 | Repeaters in Grade 9 | Total,Table_6 | Repeaters in Grade 9 | Girl,Table_7 | Enrollment in Grade 10 | Total,Table_7 | Enrollment in Grade 10 | Girl,Table_7 | Repeaters in Grade 10 | Total,Table_7 | Repeaters in Grade 10 | Girl,Table_7 | Enrollment in Grade 11 | Total,Table_7 | Enrollment in Grade 11 | Girl,Table_7 | Repeaters in Grade 11 | Total,Table_7 | Repeaters in Grade 11 | Girl,Table_7 | Enrollment in Grade 12 | Total,Table_7 | Enrollment in Grade 12 | Girl,Table_7 | Repeaters in Grade 12 | Total,Table_7 | Repeaters in Grade 12 | Girl,Table_8 | Grade 1 Intake | Total,Table_8 | Grade 1 Intake | Aged 6,Table_8 | Primary Enrollment | Total,Table_8 | Primary Enrollment | Aged 11+,Table_8 | Grade 7 Intake | Total,Table_8 | Grade 7 Intake | Aged 12,Table_8 | L. Sec. Enrollment | Total,Table_8 | L. Sec. Enrollment | Aged 14+,Table_8 | Grade 10 Intake | Total,Table_8 | Grade 10 Intake | Aged 15,Table_8 | U. Sec. Enrollment | Total,Table_8 | U. Sec. Enrollment | Aged 17+,Table_8 | % Over-age Enrollment in | Primary,Table_8 | % Over-age Enrollment in | L. Sec.,Table_8 | % Over-age Enrollment in | U. Sec.,Table_9 | Education Level of Teaching Staff | Primary,Table_9 | Education Level of Teaching Staff | L.Sec.,Table_9 | Education Level of Teaching Staff | U.Sec.,Table_9 | Education Level of Teaching Staff | Graduate,Table_9 | Education Level of Teaching Staff | Post Gaduate,Table_9 | Education Level of Teaching Staff | PhD,Table_9 | Education Level of Non-Teaching Staff | Primary,Table_9 | Education Level of Non-Teaching Staff | L.Sec.,Table_9 | Education Level of Non-Teaching Staff | U.Sec.,Table_9 | Education Level of Non-Teaching Staff | Graduate,Table_9 | Education Level of Non-Teaching Staff | Post Graduate,Table_9 | Education Level of Non-Teaching Staff | PhD,Table_9 | Teaching Staff without Pedagogy Training | Primary,Table_9 | Teaching Staff without Pedagogy Training | L.Sec.,Table_9 | Teaching Staff without Pedagogy Training | U.Sec.,Table_9 | Teaching Staff without Pedagogy Training | Graduate,Table_9 | Teaching Staff without Pedagogy Training | Post Graduate,Table_9 | Teaching Staff without Pedagogy Training | PhD,Table_10 | Total Number of | Buildings,Table_10 | Total Number of | Rooms,Table_10 | Concrete/Brick Structure | Buildings,Table_10 | Concrete/Brick Structure | Rooms,Table_10 | Wooden Structure | Buildings,Table_10 | Wooden Structure | Rooms,Table_10 | Bamboo Structure | Buildings,Table_10 | Bamboo Structure | Rooms,Table_10 | New Buildings | Repaired,Table_10 | New Buildings | Constructed,Table_10 | Buildings Without Good | Floor,Table_10 | Buildings Without Good | Roof,Table_10 | Buildings Without Good | Wall,Table_11 | Number of | Classrooms,Table_11 | Number of Classrooms | in Pagoda,Table_11 | Number of Classrooms | New Repaired,Table_11 | Number of Classrooms | New Constr.,Table_11 | Classrooms Without Good | Floor,Table_11 | Classrooms Without Good | Roof,Table_11 | Classrooms Without Good | Wall,Table_11 | Schools with Separate | Office,Table_11 | Schools with Separate | Library,Table_12 | School Area (m2) | Land,Table_12 | School Area (m2) | Playground,Table_12 | Cl.room Area | per Student,Table_12 | Pre-School with | Sport Facility,"Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Volleyball","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Football","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Basketball","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Climb.Ropes","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Shotput","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | High Jump","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Long Jump","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Running",Table_13 | Parent Association | Exists,Table_13 | Parent Association | Held Meet.,Table_13 | Parent Association | Total,Table_13 | Parent Association | Female,Table_13 | Commu. | Teachers,Table_13 | Teaching | Monks,Table_13 | PB Fund (Riel) | per Student,Table_13 | PB Fund (Riel) | per School,Table_13 | Number of Schools Obtaining Funds from | Sch. Income,Table_13 | Number of Schools Obtaining Funds from | Community,Table_13 | Number of Schools Obtaining Funds from | Gvt. For building,Table_13 | Number of Schools Obtaining Funds from | Abroad,Table_13 | Number of Schools Obtaining Funds from | IOs/NGOs,Table_14 | Aged 6 | Total,Table_14 | Aged 6 | Girl,Table_14 | Aged 6-11 | Total,Table_14 | Aged 6-11 | Girl,Table_14 | Aged 12-14 | Total,Table_14 | Aged 12-14 | Girl,Table_14 | Aged 15-17 | Total,Table_14 | Aged 15-17 | Girl,Table_14 | Sex-Ratio of Population | Aged 6,Table_14 | Sex-Ratio of Population | 6-11,Table_14 | Sex-Ratio of Population | 12-14,Table_14 | Sex-Ratio of Population | 15-17,Table_15 | Pupils per School,Table_15 | Teachers per School,Table_15 | Staff per School,Table_15 | Buildings per School,Table_15 | Rooms per School,Table_15 | Classrooms per School,Table_15 | Classes per School,Table_15 | Percentage of Schools | 2 - shift,Table_15 | Percentage of Schools | in Pagoda,Table_15 | Percentage of Schools | w/o Water,Table_15 | Percentage of Schools | w/o Toilet,Table_16 | Pupil Teacher Ratio,Table_16 | Pupil Staff Ratio,Table_16 | Pupil Class Ratio,Table_16 | Pupil Classroom Ratio,Table_16 | Classes per Classroom,Table_16 | Classroom Area (m2) per Pupil,Table_16 | Percentage of Total Students in | Pre-school,Table_16 | Percentage of Total Students in | Primary,Table_16 | Percentage of Total Students in | Lower Secondary,Table_16 | Percentage of Total Students in | Upper Secondary,Table_16 | Percentage of | Non-tching Staff,Table_16 | Percentage of | Female Staff,Table_17 | % Repeaters (Total) | Primary,Table_17 | % Repeaters (Total) | L.Sec.,Table_17 | % Repeaters (Total) | U.Sec.,Table_17 | % Over-age Enrollment (Total) | Primary,Table_17 | % Over-age Enrollment (Total) | L.Sec.,Table_17 | % Over-age Enrollment (Total) | U.Sec.,Table_17 | % Repeaters (Girl) | Primary,Table_17 | % Repeaters (Girl) | L.Sec.,Table_17 | % Repeaters (Girl) | U.Sec.,Table_17 | % Over-age Enrollment  (Girl) | Primary,Table_17 | % Over-age Enrollment  (Girl) | L.Sec.,Table_17 | % Over-age Enrollment  (Girl) | U.Sec.,Table_18 | Gross Admission Rate | Total,Table_18 | Gross Admission Rate | Girl,Table_18 | Net Admission Rate | Total,Table_18 | Net Admission Rate | Girl,Table_18 | % Over-age (6+) Admission | Total,Table_18 | % Over-age (6+) Admission | Girl,Table_18 | Transition Rate to Lower Sec. 2018/2019 | Total,Table_18 | Transition Rate to Lower Sec. 2018/2019 | Girl,Table_18 | Transition Rate to Upper Sec. 2018/2019 | Total,Table_18 | Transition Rate to Upper Sec. 2018/2019 | Girl,Table_19 | Grade 1 | Promotion,Table_19 | Grade 1 | Repetition,Table_19 | Grade 1 | Dropout,Table_19 | Grade 2 | Promotion,Table_19 | Grade 2 | Repetition,Table_19 | Grade 2 | Dropout,Table_19 | Grade 3 | Promotion,Table_19 | Grade 3 | Repetition,Table_19 | Grade 3 | Dropout,Table_19 | Grade 4 | Promotion,Table_19 | Grade 4 | Repetition,Table_19 | Grade 4 | Dropout,Table_20 | Grade 5 | Promotion,Table_20 | Grade 5 | Repetition,Table_20 | Grade 5 | Dropout,Table_20 | Grade 6 | Promotion,Table_20 | Grade 6 | Repetition,Table_20 | Grade 6 | Dropout,Table_20 | Grade 7 | Promotion,Table_20 | Grade 7 | Repetition,Table_20 | Grade 7 | Dropout,Table_20 | Grade 8 | Promotion,Table_20 | Grade 8 | Repetition,Table_20 | Grade 8 | Dropout,Table_21 | Grade 9 | Promotion,Table_21 | Grade 9 | Repetition,Table_21 | Grade 9 | Dropout,Table_21 | Grade 10 | Promotion,Table_21 | Grade 10 | Repetition,Table_21 | Grade 10 | Dropout,Table_21 | Grade 11 | Promotion,Table_21 | Grade 11 | Repetition,Table_21 | Grade 11 | Dropout,Table_21 | Grade 12 | Promotion,Table_21 | Grade 12 | Repetition,Table_21 | Grade 12 | Dropout
Kratie,441,11,2781,71,87204,43228,5292,1975,2577,1623,372,132,2949,1755,100,286,43,12,201,0,54,93,313,150,42.1,20.8,251,83,286,51,235,1659,20,36,27,212,5,21,2,36,13347,6067,1858,735,12119,5754,1168,436,11126,5180,854,319,9807,4759,515,195,9111,4668,353,105,7753,4021,200,83,5624,2926,107,31,4184,2260,54,16,3299,1813,93,32,2346,1278,28,5,1969,1114,18,6,1893,1035,44,12,11489,8917,63263,9164,5517,2831,13107,2773,2318,1583,6208,1113,14.5,21.2,17.9,48,676,1596,248,8,0,7,134,190,30,9,0,0,2,23,12,0,0,673,2622,454,2055,217,566,2,1,35,69,139,92,128,1944,71,105,252,436,283,334,70,74,15405,10489,1.32,48,112,70,15,33,57,116,102,105,402,371,6,2,8,0,55336,12442739,40,11,7,213,7,9114,4470,56104,27611,29369,14415,28820,13815,103.9,103.2,103.7,108.6,197.7,5.8,6.7,1.5,5.9,4.4,6.3,45.6,12.2,71,34,33.8,29.6,31.4,44.9,1.4,1.3,5.3,72.5,15,7.1,12.6,59.5,7.8,1.9,1.4,14.5,21.2,17.9,6.2,1.1,0.7,13.6,18.1,14.7,126.1,119.3,97.8,96,22.4,19.6,74.6,76.7,68.4,71.6,76.9,13,10.1,81.6,9.3,9.1,81.8,7.5,10.7,84.4,5,10.6,85.9,4,10.1,81.4,2.7,15.9,76.6,2,21.4,77.4,1.3,21.3,70.9,2.7,26.4,84,1.2,14.8,90.3,0.9,8.8,75.9,2.6,21.5
Mondul Kiri,127,6,801,2,20688,10487,704,279,839,408,53,11,892,419,25,88,9,5,46,0,2,20,104,66,36.1,15.2,63,30,88,11,77,531,1,1,1,6,0,0,0,0,3055,1501,180,89,2881,1441,120,50,2469,1164,95,38,2441,1257,76,27,2055,1015,41,9,1722,907,26,13,1340,691,49,14,1085,581,30,13,931,498,86,26,604,334,1,0,491,266,0,0,453,251,0,0,2875,2067,14623,3041,1291,392,3356,1201,603,273,1548,522,20.8,35.8,33.7,32,251,484,72,0,0,8,14,21,9,1,0,0,0,0,1,0,0,219,732,100,469,119,263,0,0,15,30,70,41,59,571,2,33,155,203,93,136,8,5,13786,7931,1.55,7,33,23,4,4,9,12,10,9,112,111,6,2,0,0,74203,13237762,8,4,0,91,0,2239,1092,13601,6657,6790,3345,6579,3222,105,104.3,103,104.2,162.9,6.6,7,1.7,5.8,4.5,6.3,36.2,1.6,81.9,52,24.7,23.2,25.8,36.2,1.4,1.5,5.6,70.7,16.2,7.5,5.9,47,3.7,4.9,0.1,20.8,35.8,33.7,3.1,3,0,18.9,32.6,29,128.4,129.3,92.3,96.9,28.1,25.1,78.7,77.9,72,74.6,86.9,5.7,7.4,86.5,4.4,9.1,87.4,3.5,9.1,86.8,3.3,9.9,85.7,2.1,12.2,87.8,1.6,10.6,78.8,3.7,17.5,81.6,2.9,15.5,76.6,10.3,13.1,86.6,0.2,13.2,93.8,0,6.2,92.9,0,7.1
Otdar Meanchey,359,8,1957,27,55614,27193,3495,1227,1561,721,318,73,1879,794,103,218,29,9,96,0,5,103,296,154,43.3,17.6,204,17,218,27,191,1248,3,3,2,22,0,0,0,0,7847,3603,1072,411,6670,3049,625,222,6314,2983,532,187,5922,2865,328,105,5523,2723,219,76,4909,2496,182,64,4196,2212,180,53,3135,1580,75,21,2636,1350,194,64,1879,983,44,12,1475,805,21,3,1261,662,23,9,6775,5422,37185,5572,4016,2078,9967,2467,1835,1100,4615,1180,15,24.8,25.6,104,319,902,225,11,0,36,80,165,32,5,0,0,1,10,7,5,0,462,2151,347,1870,108,272,7,9,13,32,72,56,70,1470,27,47,224,280,206,227,56,20,30257,11113,1.54,27,96,97,6,12,36,57,54,58,303,292,5,1,1,0,71698,10718490,50,70,3,98,6,6199,3002,39369,18987,21429,10319,21883,10563,106.5,107.3,107.7,107.2,154.9,4.3,5.2,1.3,6,4.1,5.5,26.7,1.4,82.5,42.9,35.6,29.6,28.4,37.8,1.3,1.5,6.9,66.9,17.9,8.3,16.9,42.3,8,4.5,1.9,15,24.8,25.6,6,2.7,1,13.6,20.5,22.2,109.3,106.3,87.5,86.9,20,18.2,82.8,85.8,71.3,74.8,78.5,13.9,7.5,84.7,9.2,6.1,85.2,8.1,6.7,87.4,5.4,7.2,88.1,4.1,7.9,63.4,3.8,32.8,78.5,4.6,16.9,80.4,2.5,17.1,64.8,7.5,27.7,81,2.4,16.6,90,1.5,8.4,81.4,2.3,16.3
Pailin,81,1,512,2,16597,8233,745,254,636,341,81,22,717,363,24,48,7,2,27,0,2,22,62,36,40.1,18.1,67,16,48,8,40,280,1,1,1,12,0,0,0,0,2055,961,191,70,1979,928,144,49,1789,840,112,49,1631,753,51,12,1583,794,59,10,1451,714,12,1,1413,746,54,14,1085,587,18,4,930,469,76,31,593,325,13,3,499,280,1,0,416,225,14,11,1864,1478,10488,1505,1359,726,3428,695,580,362,1508,315,14.3,20.3,20.9,19,43,408,163,3,0,1,10,34,31,4,1,0,0,0,0,0,0,134,772,122,744,12,28,0,0,9,18,17,6,14,415,2,42,112,69,18,43,18,16,17639,4114,1.39,11,22,16,9,2,6,16,18,16,73,72,6,3,0,0,57728,11395283,2,1,4,5,2,2341,1130,14177,6819,8060,3894,9295,4523,107.2,107.9,107,105.5,204.9,7.9,8.9,1.7,9.5,5.1,6.3,33.3,2.5,76.5,44.4,26.1,23.1,32.4,40,1.2,1.4,7.1,63.2,20.7,9.1,11.3,50.6,5.4,4.3,1.9,14.3,20.3,20.9,3.8,2.7,1.7,12.6,16.1,16.1,79.6,78.8,63.1,64.9,20.7,17.7,99.4,102.4,72.9,77.6,88.7,9.2,2,89.7,7.7,2.6,88.7,6.3,5.1,90.9,3,6,92.7,3.8,3.5,91.6,0.9,7.5,76.3,3.9,19.9,84.4,1.8,13.8,73.6,9.5,16.8,80.1,2.1,17.8,91.4,0.2,8.4,55.2,3.4,41.5
Phnom Penh,374,6,5501,40,239768,116931,7094,2424,9445,5506,1133,439,10578,5945,145,163,27,39,168,0,83,126,84,227,54.3,28.2,301,70,163,40,123,2030,32,40,46,575,4,34,1,17,24321,11365,1549,556,24416,11502,1054,343,22491,10689,753,257,21335,10002,675,212,23256,11197,467,145,22231,11039,295,89,20286,10198,633,229,16240,8165,342,124,16108,8023,547,179,13391,6905,113,40,12367,6446,86,31,12265,6146,580,219,22772,19470,138050,12202,19653,13474,52634,8083,13278,9220,38023,6352,8.8,15.4,16.7,324,1785,3613,3202,420,5,52,235,361,332,140,4,5,33,109,44,0,3,1028,5558,1017,5527,11,31,0,0,89,23,196,138,140,3793,40,526,200,905,614,616,102,91,114662,26894,0.91,95,98,55,37,30,47,122,118,116,360,353,8,3,1,1,33152,19731288,81,7,6,75,44,27732,13343,156796,74611,92010,45368,116095,61547,107.8,110.2,102.8,88.6,641.1,25.3,28.3,2.7,14.9,10.1,14.7,44.9,22.2,22.5,60.7,25.4,22.7,43.6,63.2,1.5,0.9,4.6,57.6,22,15.9,10.7,56.2,3.5,2.9,2,8.8,15.4,16.7,2.4,2,1.5,7.4,12.5,13.8,82.1,81,70.2,69.7,14.5,14,94.4,95.9,89.4,92.1,91.4,6.1,2.5,94.5,4.6,0.9,96.4,3.5,0.1,96.8,2.9,0.3,95.7,2,2.3,79.9,1.4,18.6,87.8,3.5,8.7,97.6,2.1,0.3,64.6,3.7,31.7,98.4,0.9,0.7,n.a.,0.8,n.a.,49,4.8,46.2
Preah Sihanouk,157,0,1200,0,41390,20581,1717,606,1570,781,232,75,1802,856,58,72,18,9,71,0,18,56,132,25,43.7,21.6,124,23,72,15,57,556,10,13,6,73,2,9,0,0,5217,2573,334,136,4694,2215,248,86,4538,2153,215,71,4098,1975,134,46,4186,2163,81,26,3955,1973,93,20,3475,1681,196,40,2517,1342,61,27,2204,1103,131,40,1595,868,16,7,1206,662,3,1,1334,678,205,106,4883,3458,26688,3600,3279,1907,8196,1553,1579,1020,4135,947,13.5,18.9,22.9,14,194,1003,344,15,0,2,28,141,59,1,1,0,0,2,0,0,0,106,616,105,613,1,3,0,0,1,14,10,9,9,1147,0,5,193,60,52,48,12,8,93461,28787,1.69,12,4,3,3,0,1,1,1,2,138,52,3,1,2,0,51925,14069064,2,0,1,5,0,5118,2470,32310,15583,19282,9342,21691,10531,107.2,107.3,106.4,106,263.6,10,11.5,0.7,3.9,7.3,7.6,45.2,11.5,84.1,15.9,26.4,23,34.5,36.1,1,1.7,5.7,64.5,19.8,10,12.9,47.5,4.1,4.7,5.4,13.5,18.9,22.9,2.9,2.6,5.2,11.8,15.3,19.5,95.4,98.7,67.6,70.3,29.2,28.7,83.9,85.1,70.6,78,88.4,6.6,5,94.1,5.4,0.5,90.9,4.9,4.1,90.5,3,6.5,95,2,3,22.3,2.4,75.3,71.2,5.7,23.1,83.9,2.5,13.6,12.7,5.9,81.4,86.6,1.2,12.2,78.5,0.2,21.3,71.4,17.3,11.2
Preah Vihear,407,13,2132,4,57474,29080,3493,1295,2041,1061,321,88,2362,1149,115,228,47,17,45,1,1,109,334,164,38.3,16.4,249,64,228,34,194,1232,0,0,1,3,0,0,0,0,8120,3735,1353,520,7166,3441,819,318,6492,3077,511,168,5720,2834,359,129,5258,2666,179,58,4782,2517,123,43,4213,2261,61,28,3278,1871,28,13,2817,1537,44,11,2089,1160,9,2,1589,875,0,0,1339,682,7,5,6767,4361,37538,9902,4152,1755,10308,2784,2080,1131,5017,1185,26.4,27,23.6,110,327,1274,270,14,0,40,73,142,57,4,0,0,0,2,0,0,0,525,2246,343,1854,179,385,3,7,23,58,128,85,101,1644,4,66,322,408,204,242,36,23,21246,6340,3.31,28,86,77,5,15,27,34,32,38,340,325,8,3,3,2,65742,9597150,44,11,5,113,27,4955,2444,30901,15176,16127,7875,15902,7722,102.7,103.6,104.8,105.9,141.2,5,5.8,1.3,5.5,4,5.2,11.1,0.2,82.1,40.3,28.2,24.3,27,35,1.3,3.3,8,65.3,17.9,8.7,13.6,48.6,8.9,1.3,0.3,26.4,27,23.6,6.8,0.9,0.3,25.5,24.5,20,136.6,131.5,88,91.3,35.6,30.6,86.9,88.9,76.9,77.8,79.6,17,3.4,84.6,11.6,3.8,84.3,8,7.6,86.3,6.1,7.6,88.1,3.4,8.5,82.2,2.6,15.3,81.9,1.5,16.5,87.9,0.9,11.2,67.9,1.6,30.5,83.9,0.5,15.6,96,0,4,83.8,0.6,15.6
Prey Veng,1057,35,6676,105,236800,115758,10644,3670,5648,2699,1863,450,7511,3149,386,547,92,32,452,0,247,374,690,413,46.1,25.1,661,118,547,98,449,3428,100,152,134,1071,12,75,1,31,25789,11949,3032,1154,25136,11544,2039,695,24917,11367,1718,548,24873,11710,1300,460,24510,11654,1016,327,23005,11246,793,247,18555,9619,132,42,15452,8217,99,21,13298,6932,230,71,9576,5327,75,37,7724,4206,42,11,6676,3476,168,57,22757,19580,148230,19295,18423,11560,47305,8106,9501,6465,23976,4459,13,17.1,18.6,126,1325,2425,1735,36,1,42,575,684,517,44,1,1,14,28,24,0,0,1954,8301,1869,8066,85,235,0,0,89,125,402,259,327,5535,105,365,759,1497,951,1065,226,215,233281,4959,1.4,138,299,207,31,51,76,113,119,145,938,888,7,2,3,0,40683,8995634,234,58,44,518,86,19931,9690,130757,63531,74528,35663,74933,34575,105.7,105.8,109,116.7,224,5.3,7.1,1.8,7.9,5.2,6.3,42.8,23.4,65.3,39.1,41.9,31.5,35.5,42.8,1.2,1.4,7.3,62.6,20,10.1,24.8,41.9,6.7,1,1.2,13,17.1,18.6,4.9,0.5,0.8,10.9,15,16.4,114.2,111.4,98.2,96.7,14,13.2,84.5,90,70.3,73.8,86.7,11.4,2,90.7,8,1.4,91.8,6.7,1.5,92.8,5.1,2.1,92.6,4.2,3.2,72,3.6,24.4,84.6,0.7,14.7,83.8,0.6,15.5,55,1.7,43.3,79.4,0.8,19.8,89.9,0.6,9.5,73.1,2.8,24.2
Pursat,543,4,3281,9,107028,53680,5715,2194,3138,1540,679,191,3817,1731,177,306,44,16,211,11,11,157,441,200,44,22.8,400,89,306,51,255,1666,4,6,6,42,1,10,0,0,13784,6451,2087,850,12590,6047,1146,436,11930,5672,918,342,11005,5367,591,241,10187,5150,373,121,9342,4820,249,99,7900,4083,70,24,6000,3259,33,10,5150,2702,137,35,3739,2101,16,2,3254,1782,16,3,2815,1498,79,31,11697,9024,68838,10390,7830,4073,19050,4294,3723,2076,9808,2362,15.1,22.5,24.1,70,645,1710,684,29,0,12,191,336,120,20,0,0,0,0,0,0,0,834,4441,637,3975,187,450,10,16,35,71,136,108,129,2474,9,123,235,453,372,403,85,58,45458,13558,1.33,64,165,92,20,24,38,83,89,95,475,459,6,2,2,0,53962,9764332,73,19,15,227,48,9428,4528,59895,28772,34424,16581,36941,17755,108.2,108.2,107.6,108.1,197.1,5.8,7,1.5,8.2,4.6,6,38.9,2,81.2,36.8,34.1,28,32.6,43.3,1.3,1.3,8.7,64.3,17.8,9.2,17.8,45.3,7.8,1.3,1.1,15.1,22.5,24.1,6.2,0.7,0.7,15,19.6,21.6,124.1,123.7,95.7,95.9,22.9,22.5,82.7,85.7,76.1,80.5,82.6,15.1,2.3,87.6,9.1,3.3,86.8,7.7,5.5,87.3,5.3,7.4,88.5,3.6,7.9,83.3,2.6,14.1,80.5,0.9,18.6,84.1,0.6,15.3,82.3,2.8,14.9,87.8,0.4,11.7,97.2,0.6,2.3,69.4,3.4,27.2
Ratanak Kiri,311,28,1856,24,55611,27048,1808,717,1316,624,125,33,1441,657,62,222,16,11,142,0,4,61,246,140,36.3,14.8,195,35,222,29,193,1113,1,1,2,12,1,8,0,0,8650,3994,739,292,7918,3660,365,158,7338,3625,261,111,6657,3280,164,57,5449,2656,106,49,4600,2330,48,12,3448,1777,36,5,2488,1259,2,0,2375,1172,58,21,1612,788,2,0,1207,563,4,2,980,446,23,10,7911,4541,40612,11271,3412,838,8311,3811,1610,580,3799,1418,27.8,45.9,37.3,60,213,817,172,6,0,14,22,56,24,1,0,1,5,10,15,0,0,511,1625,271,1129,239,494,1,2,41,71,97,82,87,1168,24,109,299,263,221,185,21,27,14990,5072,1.49,16,91,68,10,7,23,48,43,43,265,257,7,2,22,0,67298,12181502,10,25,7,74,1,4787,2361,29715,14541,15029,7274,14259,6865,102.8,104.4,106.6,107.7,178.8,4.2,4.6,1.6,5.2,3.8,6,45.7,1.3,79.1,45,42.3,38.6,30,47.6,1.6,1.5,5.2,73,14.9,6.8,8.7,45.6,4.1,1.2,0.8,27.8,45.9,37.3,3.5,0.6,0.7,27.1,41.4,30.5,165.3,156.8,94.9,91.4,42.6,41.7,81.5,83.8,78.9,80.3,79.8,7.8,12.3,87.5,4.5,8,88.1,3.5,8.4,82.7,2.5,14.7,83.4,1.9,14.6,56.3,1.1,42.5,76.8,1.1,22.1,97.9,0.1,2,67.5,2.8,29.6,88.7,0.1,11.2,93,0.4,6.6,85.3,3.2,11.5
Siemreap,1077,15,7066,98,271653,137200,14290,4801,5769,3579,1809,792,7578,4371,447,507,82,41,382,4,48,428,803,462,42.3,19.6,670,224,507,79,428,3398,25,47,20,168,2,26,1,8,32154,14930,4354,1657,29636,13846,2782,970,27388,12974,2060,648,26485,12877,1262,391,25643,12868,891,252,23808,12239,555,151,20619,10743,957,263,16066,8794,402,130,13888,7618,529,168,10987,6437,230,80,8750,5067,107,33,7956,4628,161,58,27800,23589,165114,22770,19662,10675,50573,10658,10757,5971,27693,7929,13.8,21.1,28.6,53,623,3378,1572,142,1,33,257,1085,364,68,2,1,6,25,17,0,0,1911,7312,1638,6742,243,522,30,48,69,126,355,235,425,5447,98,262,416,1152,759,880,198,240,22527,8243,1.14,174,148,134,33,16,49,67,69,98,808,780,8,2,16,4,44282,10337649,144,79,33,394,23,24984,11996,152609,73242,82046,39526,84528,40809,108.3,108.4,107.6,107.1,252.2,5.4,7,1.8,6.8,5.1,6.6,35.5,4.5,74.6,42.9,47.1,35.8,38.4,49.9,1.3,1.1,10.4,60.8,18.6,10.2,23.9,57.7,7.2,3.7,1.8,13.8,21.1,28.6,5.1,2.1,1.1,12.3,18.5,25.7,111.3,110.6,94.4,95.8,15.1,13.4,88.3,91.9,79.7,84.4,83.3,13.5,3.1,86.8,9.5,3.7,88.8,7.3,3.9,90.6,4.6,4.8,92.1,3.5,4.4,82.2,2.5,15.3,79.6,4.9,15.5,84.4,2.5,13.1,77.5,3.9,18.6,84.8,2.3,12.9,85.4,1.2,13.5,76,2.3,21.6
