Province,Table_1 | Number of | Schools,Table_1 | Disadv. | Schools,Table_1 | Number of | Classes,Table_1 | Classes | in Pagoda,Table_1 | Enrollment | Total,Table_1 | Enrollment | Girl,Table_1 | Repeaters | Total,Table_1 | Repeaters | Girl,Table_1 | Teaching Staff | Total,Table_1 | Teaching Staff | Female,Table_1 | Non-Teaching Staff | Total,Table_1 | Non-Teaching Staff | Female,Table_1 | Total Staff | Total,Table_1 | Total Staff | Female,Table_2 | Number of Schools | Schools,Table_2 | Number of Schools | Primary,Table_2 | Number of Schools | College,Table_2 | Number of Schools | Lycee,Table_2 | 2 - Shift | Schools,Table_2 | Floating | Schools,Table_2 | Schools | in Pagoda,Table_2 | Attached | Pre-Sch.,Table_2 | Schools Without | Water Sup.,Table_2 | Schools Without | Latrine,Table_2 | Characteristics of School Principals (Incharge) | Avg. Age,Table_2 | Characteristics of School Principals (Incharge) | Avg.Service,Table_2 | Characteristics of School Principals (Incharge) | U.Sec+ Ed.,Table_2 | Characteristics of School Principals (Incharge) | Female,Table_3 | Number of Primary Schools,Table_3 | Number of Cluster Schools,Table_3 | Satelite School | school,Table_3 | Satelite School | class,Table_3 | Number of schools in Pagoda | Pre school Schools,Table_3 | Number of schools in Pagoda | Pre school Classes,Table_3 | Number of schools in Pagoda | Primary School Schools,Table_3 | Number of schools in Pagoda | Primary School Classes,Table_3 | Number of schools in Pagoda | Junior high school Schools,Table_3 | Number of schools in Pagoda | Junior high schoolClasses,Table_3 | Number of schools in Pagoda | Senior high school Schools,Table_3 | Number of schools in Pagoda | Senior high school Classes,Table_4 | Enrollment in Grade 1 | Schools,Table_4 | Enrollment in Grade 1 | Girl,Table_4 | Repeaters in Grade 1 | Total,Table_4 | Repeaters in Grade 1 | Girl,Table_4 | Enrollment in Grade 2 | Total,Table_4 | Enrollment in Grade 2 | Girl,Table_4 | Repeaters in Grade 2 | Total,Table_4 | Repeaters in Grade 2 | Girl,Table_4 | Enrollment in Grade 3 | Total,Table_4 | Enrollment in Grade 3 | Girl,Table_4 | Repeaters in Grade 3 | Total,Table_4 | Repeaters in Grade 3 | Girl,Table_5 | Enrollment in Grade 4 | Schools,Table_5 | Enrollment in Grade 4 | Girl,Table_5 | Repeaters in Grade 4 | Total,Table_5 | Repeaters in Grade 4 | Girl,Table_5 | Enrollment in Grade 5 | Total,Table_5 | Enrollment in Grade 5 | Girl,Table_5 | Repeaters in Grade 5 | Total,Table_5 | Repeaters in Grade 5 | Girl,Table_5 | Enrollment in Grade 6 | Total,Table_5 | Enrollment in Grade 6 | Girl,Table_5 | Repeaters in Grade 6 | Total,Table_5 | Repeaters in Grade 6 | Girl,Table_6 | Enrollment in Grade 7 | Schools,Table_6 | Enrollment in Grade 7 | Girl,Table_6 | Repeaters in Grade 7 | Total,Table_6 | Repeaters in Grade 7 | Girl,Table_6 | Enrollment in Grade 8 | Total,Table_6 | Enrollment in Grade 8 | Girl,Table_6 | Repeaters in Grade 8 | Total,Table_6 | Repeaters in Grade 8 | Girl,Table_6 | Enrollment in Grade 9 | Total,Table_6 | Enrollment in Grade 9 | Girl,Table_6 | Repeaters in Grade 9 | Total,Table_6 | Repeaters in Grade 9 | Girl,Table_7 | Enrollment in Grade 10 | Schools,Table_7 | Enrollment in Grade 10 | Girl,Table_7 | Repeaters in Grade 10 | Total,Table_7 | Repeaters in Grade 10 | Girl,Table_7 | Enrollment in Grade 11 | Total,Table_7 | Enrollment in Grade 11 | Girl,Table_7 | Repeaters in Grade 11 | Total,Table_7 | Repeaters in Grade 11 | Girl,Table_7 | Enrollment in Grade 12 | Total,Table_7 | Enrollment in Grade 12 | Girl,Table_7 | Repeaters in Grade 12 | Total,Table_7 | Repeaters in Grade 12 | Girl,Table_8 | Grade 1 Intake | Schools,Table_8 | Grade 1 Intake | Aged 6,Table_8 | Primary Enrollment | Total,Table_8 | Primary Enrollment | Aged 11+,Table_8 | Grade 7 Intake | Total,Table_8 | Grade 7 Intake | Aged 12,Table_8 | L. Sec. Enrollment | Total,Table_8 | L. Sec. Enrollment | Aged 14+,Table_8 | Grade 10 Intake | Total,Table_8 | Grade 10 Intake | Aged 15,Table_8 | U. Sec. Enrollment | Total,Table_8 | U. Sec. Enrollment | Aged 17+,Table_8 | % Over-age Enrollment in | Primary,Table_8 | % Over-age Enrollment in | L. Sec.,Table_8 | % Over-age Enrollment in | U. Sec.,Table_9 | Education Level of Teaching Staff | Schools,Table_9 | Education Level of Teaching Staff | L.Sec.,Table_9 | Education Level of Teaching Staff | U.Sec.,Table_9 | Education Level of Teaching Staff | Graduate,Table_9 | Education Level of Teaching Staff | Post Gaduate,Table_9 | Education Level of Teaching Staff | PhD,Table_9 | Education Level of Non-Teaching Staff | Primary,Table_9 | Education Level of Non-Teaching Staff | L.Sec.,Table_9 | Education Level of Non-Teaching Staff | U.Sec.,Table_9 | Education Level of Non-Teaching Staff | Graduate,Table_9 | Education Level of Non-Teaching Staff | Post Graduate,Table_9 | Education Level of Non-Teaching Staff | PhD,Table_9 | Teaching Staff without Pedagogy Training | Primary,Table_9 | Teaching Staff without Pedagogy Training | L.Sec.,Table_9 | Teaching Staff without Pedagogy Training | U.Sec.,Table_9 | Teaching Staff without Pedagogy Training | Graduate,Table_9 | Teaching Staff without Pedagogy Training | Post Graduate,Table_9 | Teaching Staff without Pedagogy Training | PhD,Table_10 | Total Number of | Schools,Table_10 | Total Number of | Rooms,Table_10 | Concrete/Brick Structure | Buildings,Table_10 | Concrete/Brick Structure | Rooms,Table_10 | Wooden Structure | Buildings,Table_10 | Wooden Structure | Rooms,Table_10 | Bamboo Structure | Buildings,Table_10 | Bamboo Structure | Rooms,Table_10 | New Buildings | Repaired,Table_10 | New Buildings | Constructed,Table_10 | Buildings Without Good | Floor,Table_10 | Buildings Without Good | Roof,Table_10 | Buildings Without Good | Wall,Table_11 | Number of | Schools,Table_11 | Number of Classrooms | in Pagoda,Table_11 | Number of Classrooms | New Repaired,Table_11 | Number of Classrooms | New Constr.,Table_11 | Classrooms Without Good | Floor,Table_11 | Classrooms Without Good | Roof,Table_11 | Classrooms Without Good | Wall,Table_11 | Schools with Separate | Office,Table_11 | Schools with Separate | Library,Table_12 | School Area (m2) | Schools,Table_12 | School Area (m2) | Playground,Table_12 | Cl.room Area | per Student,Table_12 | Pre-School with | Sport Facility,"Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Volleyball","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Football","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Basketball","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Climb.Ropes","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Shotput","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | High Jump","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Long Jump","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Running",Table_13 | Parent Association | Schools,Table_13 | Parent Association | Held Meet.,Table_13 | Parent Association | Total,Table_13 | Parent Association | Female,Table_13 | Commu. | Teachers,Table_13 | Teaching | Monks,Table_13 | PB Fund (Riel) | per Student,Table_13 | PB Fund (Riel) | per School,Table_13 | Number of Schools Obtaining Funds from | Sch. Income,Table_13 | Number of Schools Obtaining Funds from | Community,Table_13 | Number of Schools Obtaining Funds from | Gvt. For building,Table_13 | Number of Schools Obtaining Funds from | Abroad,Table_13 | Number of Schools Obtaining Funds from | IOs/NGOs,Table_14 | Director of the | Schools,Table_14 | Provincial Edn. Service | Total,Table_14 | Provincial Edn. Service | Female,Table_14 | District Edn. Office | Total,Table_14 | District Edn. Office | Female,Table_14 | Teaching Staff at Schools | Total,Table_14 | Teaching Staff at Schools | Female,Table_14 | Non-Tch. Staff at Schools | Total,Table_14 | Non-Tch. Staff at Schools | Female,Table_14 | Total Staff | Total,Table_14 | Total Staff | Female,Table_15 | Aged 6 | Schools,Table_15 | Aged 6 | Girl,Table_15 | Aged 6-11 | Total,Table_15 | Aged 6-11 | Girl,Table_15 | Aged 12-14 | Total,Table_15 | Aged 12-14 | Girl,Table_15 | Aged 15-17 | Total,Table_15 | Aged 15-17 | Girl,Table_15 | Sex-Ratio of Population | Aged 6,Table_15 | Sex-Ratio of Population | 6-11,Table_15 | Sex-Ratio of Population | 12-14,Table_15 | Sex-Ratio of Population | 15-17,Table_16 | Pupils | School,Table_16 | Teachers | School,Table_16 | Staff | School,Table_16 | Buildings | School,Table_16 | Rooms | School,Table_16 | Classrooms | School,Table_16 | Classes | School,Table_16 | Percentage of Schools | 2 - shift,Table_16 | Percentage of Schools | in Pagoda,Table_16 | Percentage of Schools | w/o Water,Table_16 | Percentage of Schools | w/o Toilet,Table_16 | Percentage of Schools | w/o Toilet,Table_17 | Pupil | Schools,Table_17 | Pupil | Staff,Table_17 | Pupil | Class,Table_17 | Pupil | Classroom,Table_17 | Classes | per,Table_17 | Classroom | Area (m2),Table_17 | Percentage of Total Students in | Pre-school,Table_17 | Percentage of Total Students in | Primary,Table_17 | Percentage of Total Students in | Lower,Table_17 | Percentage of Total Students in | Upper,Table_17 | Percentage of | Non-tching,Table_17 | Percentage of | Female,Table_18 | % Repeaters (Total) | Schools,Table_18 | % Repeaters (Total) | L.Sec.,Table_18 | % Repeaters (Total) | U.Sec.,Table_18 | % Over-age Enrollment (Total) | Primary,Table_18 | % Over-age Enrollment (Total) | L.Sec.,Table_18 | % Over-age Enrollment (Total) | U.Sec.,Table_18 | % Repeaters (Girl) | Primary,Table_18 | % Repeaters (Girl) | L.Sec.,Table_18 | % Repeaters (Girl) | U.Sec.,Table_18 | % Over-age Enrollment  (Girl) | Primary,Table_18 | % Over-age Enrollment  (Girl) | L.Sec.,Table_18 | % Over-age Enrollment  (Girl) | U.Sec.,Table_19 | Gross Admission Rate | Schools,Table_19 | Gross Admission Rate | Girl,Table_19 | Net Admission Rate | Total,Table_19 | Net Admission Rate | Girl,Table_19 | % Over-age (6+) Admission | Total,Table_19 | % Over-age (6+) Admission | Girl,Table_19 | Transition Rate to Lower Sec. 2015/2016 | Total,Table_19 | Transition Rate to Lower Sec. 2015/2016 | Girl,Table_19 | Transition Rate to Upper Sec. 2015/2016 | Total,Table_19 | Transition Rate to Upper Sec. 2015/2016 | Girl,Table_20 | Grade 1 | Schools,Table_20 | Grade 1 | Repetition,Table_20 | Grade 1 | Dropout,Table_20 | Grade 2 | Promotion,Table_20 | Grade 2 | Repetition,Table_20 | Grade 2 | Dropout,Table_20 | Grade 3 | Promotion,Table_20 | Grade 3 | Repetition,Table_20 | Grade 3 | Dropout,Table_20 | Grade 4 | Promotion,Table_20 | Grade 4 | Repetition,Table_20 | Grade 4 | Dropout,Table_21 | Grade 5 | Schools,Table_21 | Grade 5 | Repetition,Table_21 | Grade 5 | Dropout,Table_21 | Grade 6 | Promotion,Table_21 | Grade 6 | Repetition,Table_21 | Grade 6 | Dropout,Table_21 | Grade 7 | Promotion,Table_21 | Grade 7 | Repetition,Table_21 | Grade 7 | Dropout,Table_21 | Grade 8 | Promotion,Table_21 | Grade 8 | Repetition,Table_21 | Grade 8 | Dropout,Table_22 | Grade 9 | Schools,Table_22 | Grade 9 | Repetition,Table_22 | Grade 9 | Dropout,Table_22 | Grade 10 | Promotion,Table_22 | Grade 10 | Repetition,Table_22 | Grade 10 | Dropout,Table_22 | Grade 11 | Promotion,Table_22 | Grade 11 | Repetition,Table_22 | Grade 11 | Dropout,Table_22 | Grade 12 | Promotion,Table_22 | Grade 12 | Repetition,Table_22 | Grade 12 | Dropout
Kratie,396,18,2550,39,81994,40649,5278,2044,2556,1553,323,99,2879,1652,74,271,41,10,184,0,98,73,227,127,40.4,19.3,94,63,271,52,219,1509,53,81,40,317,3,11,2,39,13799,6400,2005,792,12425,6036,1161,480,11028,5343,807,316,9368,4475,535,188,7765,3910,282,91,6873,3627,185,69,5112,2678,97,29,3885,2148,27,14,3246,1733,99,35,2021,1029,20,5,1594,875,2,1,1582,803,58,24,11794,8267,61258,8457,5015,2502,12243,3053,2001,1097,5197,947,13.8,24.9,18.2,61,743,1568,181,3,0,6,107,179,24,5,0,3,3,16,0,1,0,598,2341,393,1799,202,536,3,6,16,37,116,107,370,1739,39,49,156,341,317,342,177,109,145167,20842,4.44,15,101,48,15,17,49,94,102,99,343,303,5,2,12,0,34192,7931224,4,14,10,12,220,LAY BORA,64,18,68,15,2556,1553,323,99,3011,1685,8684,4268,53445,26360,27978,13761,27454,13190,103.5,102.8,103.3,108.1,207.1,6.5,7.3,1.5,5.9,4.4,6.4,46.5,24.7,57.3,32.1,,32.1,28.5,32.2,47.2,1.5,4.4,4,74.7,14.9,6.3,11.2,57.4,8.1,1.8,1.5,13.8,24.9,18.2,6.5,1.2,1.1,12.9,22.2,14.4,135.8,131.4,95.2,93.1,29.9,29.1,73.8,75.3,70.2,70.4,78.1,13.9,8,84,9.5,6.5,83.3,7.6,9.1,85.3,6.1,8.6,86.7,3.7,9.6,84.2,2.7,13.1,76.6,1.9,21.5,82.3,0.7,17,74.7,3.5,21.9,85.8,1.1,13.1,94.2,0.1,5.6,64.3,4.2,31.6
Mondul Kiri,125,4,736,2,18516,9261,895,356,790,367,37,9,827,376,21,90,9,5,52,0,3,19,98,68,33.7,13.1,31,27,90,10,80,506,1,1,2,14,0,0,0,0,3272,1580,317,148,2791,1325,183,81,2542,1276,116,44,2037,1047,80,26,1769,875,69,26,1492,779,35,15,1165,597,37,6,777,402,14,4,737,387,27,2,420,223,2,1,338,175,4,1,248,121,11,2,2955,1864,13903,3186,1128,365,2679,1154,418,124,1006,356,22.9,43.1,35.4,29,384,309,67,1,0,3,11,21,2,0,0,1,0,0,0,0,0,201,631,87,403,108,220,6,8,10,20,52,34,54,497,2,23,87,138,83,106,18,11,17557,7694,1.18,5,39,21,5,6,9,17,16,16,112,105,6,1,0,0,20254,3174364,0,2,0,1,32,TIM SANGVAT,35,5,21,4,790,367,37,9,883,385,2036,992,12364,6053,6173,3041,5980,2930,105.2,104.3,103,104.1,148.1,6.3,6.6,1.6,5,4,5.9,41.6,2.4,78.4,54.4,,23.4,22.4,25.2,37.3,1.5,1.2,5,75.1,14.5,5.4,4.5,45.5,5.8,2.9,1.7,22.9,43.1,35.4,4.9,0.9,0.8,22,38.6,27.4,145.1,144.4,91.6,93.1,36.9,35.5,79.4,80.2,76.6,84.4,82.4,10,7.6,89.8,6.8,3.4,86.4,5.1,8.5,88.1,4.1,7.8,87.6,4.1,8.3,86.6,2.5,10.9,76.4,3.7,19.9,85.7,1.7,12.6,78.8,4.9,16.3,84.6,0.5,14.9,92.6,1.6,5.9,81.5,5.6,12.8
Otdar Meanchey,340,4,1807,20,51597,25213,3357,1244,1540,645,270,64,1810,709,94,210,29,7,132,0,10,94,232,114,39,16.1,149,19,210,26,184,1186,9,9,1,15,0,0,0,0,7998,3713,1130,467,7139,3335,643,238,6492,3126,440,185,5801,2932,343,109,4970,2418,220,75,4511,2194,187,45,3661,1887,143,52,2709,1429,52,11,2229,1145,149,47,1320,655,18,5,938,483,3,0,777,390,29,10,6868,5324,36911,5801,3518,1626,8599,2439,1302,556,3035,811,15.7,28.4,26.7,107,313,964,147,2,0,20,63,152,27,6,0,1,3,7,1,0,0,388,1587,280,1306,102,269,6,12,25,38,71,47,123,1249,20,117,258,247,146,242,138,58,34367,24459,2.26,21,85,67,6,10,29,46,48,39,296,272,5,1,0,0,24860,3732110,10,36,7,14,215,PECH RATANA,49,11,60,9,1540,645,270,64,1919,729,5663,2743,35958,17351,19574,9430,19988,9654,106.5,107.2,107.6,107,151.8,4.5,5.3,1.1,4.7,3.7,5.3,38.8,2.9,68.2,33.5,"Page 32                                                                                                                                                                Kingdom of Cambodia                                                                                                        Education Statistics, 2016/2017",33.5,28.5,28.6,41.3,1.4,2.3,5.9,71.5,16.7,5.9,14.9,39.2,8,4,1.6,15.7,28.4,26.7,6.3,2.5,1,14.6,25.3,24.2,121.3,118.3,94,93.3,22.5,21.1,79.9,82.9,66,66.5,80.2,14,5.8,85.2,9.1,5.7,85.7,6.9,7.4,86.5,6.2,7.3,87.5,4.5,8.1,84.2,4.2,11.5,77.8,4.2,18,78.7,2,19.3,69.4,7.5,23.1,78.2,1.5,20.3,88.9,0.4,10.7,72.8,4.3,22.9
Pailin,84,2,493,0,15299,7480,605,188,620,309,77,24,697,333,27,49,6,2,31,0,2,26,69,25,37,15.3,52,13,49,8,41,283,1,1,1,12,0,0,0,0,2134,966,163,58,2028,972,123,35,1833,856,87,26,1687,825,59,20,1423,722,30,9,1302,692,11,5,1221,600,38,6,905,472,20,12,689,337,29,6,483,237,8,0,375,183,5,0,315,165,32,11,1971,1370,10407,1888,1183,575,2815,769,475,199,1173,342,18.1,27.3,29.2,6,43,477,91,2,0,2,6,48,18,2,0,2,1,2,0,0,0,122,559,102,504,20,55,0,0,4,13,18,11,16,354,0,19,69,71,46,57,25,18,20809,4667,1.32,5,20,17,1,2,6,12,12,13,75,74,5,2,0,0,22567,4320713,2,5,0,1,3,TANG THEARA,46,12,19,3,620,309,77,24,762,348,2061,994,12477,5999,7094,3425,8180,3979,107.3,108,107.1,105.6,182.1,7.4,8.3,1.5,6.7,4.2,5.9,36.9,2.4,82.1,29.8,,24.7,21.9,31,43.2,1.4,1.3,5.9,68,18.4,7.7,11,47.8,4.5,3.1,3.8,18.1,27.3,29.2,3,1.7,1.9,17,20.8,25.6,95.6,91.3,66.5,66.6,30.5,27.1,93.1,93.7,77.4,76.5,86.6,7.4,6,86.8,6.1,7.1,88.5,4.7,6.7,86.6,3.7,9.8,92.7,2.2,5.1,93.6,0.9,5.5,74.5,3.2,22.3,79.5,2.4,18.1,80,4.7,15.3,85.3,1.8,12.9,87.9,1.6,10.6,70.7,8.7,20.6
Phnom Penh,376,8,5514,18,230574,112582,6792,2408,9924,5818,972,346,10896,6164,146,164,30,36,181,0,90,128,180,98,48.9,27.5,250,80,164,36,128,2213,38,58,46,571,4,32,2,63,24049,11121,1703,641,25557,12132,889,288,24349,11854,699,238,22568,11158,385,123,20003,9931,288,87,19163,9457,189,52,18103,9019,482,150,15267,7493,257,94,14275,6953,423,144,11866,6025,122,37,12053,6091,93,33,12746,6237,1262,521,22346,17650,135689,11157,17621,11197,47645,9029,11744,6862,36665,7417,8.2,19,20.2,288,1806,4271,2988,346,1,22,193,347,321,106,2,2,38,12,23,2,0,989,5737,974,5703,15,34,0,0,106,27,207,129,130,3719,18,600,227,912,524,540,234,220,27410,12433,1.43,55,103,51,35,36,58,129,135,131,343,318,8,2,0,0,14694,8927019,20,105,6,29,168,HUT YARY,100,36,101,32,9924,5818,972,346,11097,6232,25497,12279,144158,68673,84596,41758,106741,56652,107.6,109.9,102.6,88.4,613.2,26.4,29,2.6,15.3,9.9,14.7,48.1,23.9,47.9,26.1,,23.2,21.2,41.8,62,1.5,1.4,4.6,58.8,20.7,15.9,8.9,56.6,3.1,2.4,4,8.2,19,20.2,2.2,1.7,3.2,7,16.7,16.7,87.6,85.3,69.2,70.1,21,17.9,93.1,95.2,84,90.4,89,6.1,4.8,93.8,3.5,2.7,94.6,3,2.4,95.8,1.9,2.3,95,1.4,3.5,95.3,1,3.7,84.9,2.7,12.4,91.8,1.7,6.5,76,3,21,91,0.9,8.1,102.5,0.8,-3.3,57.3,9.8,32.9
Preah Sihanouk,152,2,1177,0,40049,19530,958,352,1622,755,223,65,1845,820,53,72,19,8,66,0,20,52,105,59,42.3,21,103,22,72,15,57,533,11,15,7,92,2,8,0,0,4719,2217,294,122,4897,2435,155,61,4520,2137,101,27,4339,2105,81,34,3872,1956,32,15,3795,1862,40,15,3234,1621,95,31,2358,1194,26,5,2186,1047,74,24,1460,686,10,2,1349,658,3,1,1155,543,47,15,4425,3128,26142,3557,3139,1679,7778,2061,1450,746,3964,829,13.6,26.5,20.9,18,197,1023,352,32,0,4,31,116,60,12,0,0,0,1,3,0,0,248,1181,237,1154,11,27,0,0,8,5,32,26,65,906,0,38,18,146,124,166,68,56,30873,18481,1.43,4,40,20,4,10,10,27,26,28,115,108,6,1,1,0,21375,7625623,2,3,0,0,0,KEO LAY,64,17,46,14,1622,755,223,65,1955,851,4786,2312,30211,14584,18031,8742,20283,9856,107,107.2,106.3,105.8,263.5,10.7,12.1,1.6,7.8,6,7.7,43.4,13.2,69.1,38.8,,24.7,21.7,34,44.2,1.3,1.4,5.4,65.3,19.4,9.9,12.1,44.4,2.7,2.5,1.5,13.6,26.5,20.9,2.2,1.6,1,12.5,21.7,16,92.5,90.6,65.4,65.3,29.3,28,81.4,84.2,74.4,75.1,92,5.7,2.3,92.8,3.3,3.9,96.8,2.3,1,91.1,1.9,6.9,96.9,0.8,2.2,94.8,1,4.1,78.8,3.2,18,84.9,1,14.1,83.9,3.8,12.3,90,0.7,9.4,93.5,0.3,6.2,56.2,3.5,40.4
Preah Vihear,379,35,1921,4,53071,26943,3871,1594,1921,939,248,66,2169,1005,99,221,46,13,115,0,1,96,277,152,37.3,15.6,164,61,221,30,191,1189,0,0,1,3,0,0,0,0,8039,3771,1572,680,7221,3400,863,335,6417,3133,572,237,5972,3018,369,158,5147,2722,240,98,4511,2376,121,49,3651,2039,24,5,2910,1655,23,5,2197,1174,34,12,1485,793,18,8,1160,607,5,2,1144,555,30,5,6467,4504,37307,8160,3627,1305,8758,3039,1467,531,3789,1131,21.9,34.7,29.8,134,456,1086,234,7,0,45,77,89,33,3,0,6,4,8,0,0,0,483,1757,290,1333,177,397,16,27,12,65,150,83,133,1297,4,36,349,432,216,328,93,69,34005,18274,4.55,13,56,33,3,12,31,33,34,35,340,297,7,2,2,0,21800,3509435,3,13,8,5,100,HAN CHHAN,62,13,75,15,1921,939,248,66,2306,1033,4743,2338,29582,14533,15439,7542,15224,7397,102.9,103.6,104.7,105.8,140,5.1,5.7,1.3,4.6,3.4,5.1,30.3,0.3,73.1,40.1,,27.6,24.5,27.6,40.9,1.5,4.6,6.1,70.3,16.5,7.1,11.4,46.3,10,0.9,1.4,21.9,34.7,29.8,8.5,0.5,0.8,21.4,32.1,23.2,136.3,132.2,95,95.1,30.4,28,80.6,82.9,72.9,73.4,75.3,18.6,6.1,84.1,12.4,3.5,86.2,8.8,5,86.3,6.5,7.2,87.9,4.8,7.3,87.8,2.7,9.5,83.4,0.7,15.9,82.7,0.9,16.4,78.8,1.7,19.5,81,1.3,17.7,90.7,0.4,8.9,73.7,3,23.3
Prey Veng,993,15,6376,18,229050,111386,11772,4189,5656,2562,1714,400,7370,2962,330,542,93,28,451,0,239,326,514,365,45.5,24.5,440,102,542,99,443,3425,96,125,129,1049,13,85,1,24,28412,13161,3922,1469,27337,12750,2448,857,25813,12199,1758,632,23978,11408,1193,393,22284,10897,972,321,21586,10476,693,249,19185,9931,125,41,15836,8375,55,16,12037,6057,196,56,7909,4041,70,26,6250,3056,37,10,5230,2480,303,119,24490,18808,149410,23030,19060,10416,47058,10918,7839,3757,19389,4497,15.4,23.2,23.2,30,1744,2770,1047,23,0,18,681,683,290,26,0,1,2,7,0,0,0,1778,7487,1660,7130,116,354,2,3,36,64,339,242,287,5119,18,130,291,1304,873,1051,544,312,13515,4479,1.52,37,249,110,16,50,67,105,106,122,751,655,6,1,0,0,15783,4050256,22,222,18,26,513,HIM SOPHAL,100,35,152,42,5656,2562,1714,400,7622,3039,19725,9632,129404,63147,73755,35447,74157,34366,104.8,104.9,108.1,115.8,230.7,5.7,7.4,1.8,7.5,5.2,6.4,45.4,24.1,51.8,36.8,,40.5,31.1,35.9,44.7,1.2,1.5,5.8,65.2,20.5,8.5,23.3,40.2,7.4,0.8,2.1,15.4,23.2,23.2,5.5,0.5,1.6,14.7,20.6,20.2,124.2,121.4,95.4,94.5,23.2,22.1,88.1,93.2,71,73.3,84.1,13.2,2.7,89.1,9.1,1.8,89.2,6.9,3.9,94.2,5.3,0.6,91.7,4.3,4.1,95.9,3.2,0.9,83,0.7,16.3,82.4,0.4,17.2,76.6,1.8,21.6,83,0.9,16.1,90,0.7,9.3,60.9,6.1,32.9
Pursat,526,5,3041,4,99337,49254,5542,2102,3206,1519,603,143,3809,1662,166,301,44,15,210,11,12,148,308,159,43.3,21.8,339,81,301,49,252,1598,4,5,6,43,2,13,0,0,14395,6767,2014,850,12815,6156,1204,493,11811,5662,777,267,10823,5271,526,173,9539,4830,355,108,8356,4254,196,62,6994,3633,138,41,5459,2930,37,11,4492,2286,113,29,2977,1562,31,10,2270,1169,31,10,2020,1043,120,48,12381,8751,67739,12379,6856,2875,16945,4890,2946,1412,7267,1494,18.3,28.9,20.6,39,754,1924,460,29,0,12,218,292,67,14,0,0,0,1,2,0,0,765,3247,564,2739,197,504,4,4,12,34,119,99,122,2257,4,41,122,461,339,385,253,138,22861,13004,1.27,31,157,48,16,27,42,115,115,116,521,469,5,1,5,0,21533,3811491,8,66,5,1,449,LY SOKUNTHY,79,17,95,25,3206,1519,603,143,3983,1704,9041,4360,57444,27708,33015,15968,35429,17098,107.4,107.3,106.8,107.2,188.9,6.1,7.2,1.5,6.2,4.3,5.8,39.9,2.3,58.6,30.2,,31,26.1,32.7,44,1.3,1.3,7.4,68.2,17.1,7.3,15.8,43.6,7.5,1.7,2.5,18.3,28.9,20.6,5.9,0.9,1.8,17.6,26.3,18,136.9,135.7,96.8,97.2,29.3,28.4,85.3,87.3,77.1,78.2,80.9,14,5,86,9.4,4.6,88.2,6.7,5.1,88.1,5,6.8,90.2,3.9,5.9,91.7,2.4,5.8,78.3,2,19.7,85,0.7,14.3,79.9,3,17.1,81.3,1.1,17.6,91.6,1.5,6.9,45.8,6.3,47.8
Ratanak Kiri,282,9,1487,0,47906,22910,1918,790,1194,535,104,26,1298,561,55,206,12,9,152,0,37,54,194,100,36.2,14.7,72,29,206,27,179,981,29,40,7,37,1,8,0,0,9762,4560,813,335,7929,3769,429,179,6920,3362,244,103,5553,2685,152,65,4416,2064,87,40,3419,1704,59,26,2530,1199,18,8,1819,861,6,1,1503,674,92,24,918,432,9,6,673,334,5,1,501,233,4,2,8949,4405,37999,10577,2512,577,5852,3016,909,278,2092,785,27.8,51.5,37.5,78,299,683,130,4,0,11,24,48,16,5,0,6,4,10,5,0,0,410,1340,231,963,172,363,7,14,21,61,75,66,73,979,0,69,215,207,145,179,61,80,26490,8689,1.54,9,63,33,4,12,15,27,25,27,265,241,7,1,21,0,16780,3142416,4,7,8,23,80,CHAN KHAMKOEUR,54,13,52,4,1194,535,104,26,1404,578,4531,2234,28133,13766,14228,6884,13498,6498,102.8,104.4,106.7,107.7,169.9,4.2,4.6,1.5,4.8,3.5,5.3,53.9,13.1,68.8,35.5,,40.1,36.9,32.2,48.9,1.5,1.5,4.1,79.3,12.2,4.4,8,43.2,4.7,2,0.9,27.8,51.5,37.5,4.1,1.2,0.9,26.9,43.5,30.6,197.5,189.1,97.2,96.6,50.8,48.9,80.3,78.9,71.4,76.8,72.5,7.9,19.7,85.7,5.5,8.8,85.1,3.8,11,82.3,2.9,14.9,83.5,2.2,14.3,78,1.9,20.2,82.8,0.8,16.4,96.8,0.4,2.8,74.2,7.2,18.6,85.3,1.1,13.5,94.3,0.9,4.7,78.9,0.8,20.3
