Province,Table_1 | Number of | Schools,Table_1 | Disadv. | Schools,Table_1 | Number of | Classes,Table_1 | Classes | in Pagoda,Table_1 | Enrollment | Total,Table_1 | Enrollment | Girl,Table_1 | Repeaters | Total,Table_1 | Repeaters | Girl,Table_1 | Teaching Staff | Total,Table_1 | Teaching Staff | Female,Table_1 | Non-Teaching Staff | Total,Table_1 | Non-Teaching Staff | Female,Table_1 | Total Staff | Total,Table_1 | Total Staff | Female,Table_2 | Number of Schools | Schools,Table_2 | Number of Schools | Primary,Table_2 | Number of Schools | College,Table_2 | Number of Schools | Lycee,Table_2 | 2 - Shift | Schools,Table_2 | Floating | Schools,Table_2 | Schools | in Pagoda,Table_2 | Attached | Pre-Sch.,Table_2 | Schools Without | Water Sup.,Table_2 | Schools Without | Latrine,Table_2 | Characteristics of School Principals (Incharge) | Avg. Age,Table_2 | Characteristics of School Principals (Incharge) | Avg.Service,Table_2 | Characteristics of School Principals (Incharge) | U.Sec+ Ed.,Table_2 | Characteristics of School Principals (Incharge) | Female,Table_3 | Number of Primary Schools,Table_3 | Number of Cluster Schools,Table_3 | Satelite School | school,Table_3 | Satelite School | class,Table_3 | Number of schools in Pagoda | Pre school Schools,Table_3 | Number of schools in Pagoda | Pre school Classes,Table_3 | Number of schools in Pagoda | Primary School Schools,Table_3 | Number of schools in Pagoda | Primary School Classes,Table_3 | Number of schools in Pagoda | Junior high school Schools,Table_3 | Number of schools in Pagoda | Junior high schoolClasses,Table_3 | Number of schools in Pagoda | Senior high school Schools,Table_3 | Number of schools in Pagoda | Senior high school Classes,Table_4 | Enrollment in Grade 1 | Schools,Table_4 | Enrollment in Grade 1 | Girl,Table_4 | Repeaters in Grade 1 | Total,Table_4 | Repeaters in Grade 1 | Girl,Table_4 | Enrollment in Grade 2 | Total,Table_4 | Enrollment in Grade 2 | Girl,Table_4 | Repeaters in Grade 2 | Total,Table_4 | Repeaters in Grade 2 | Girl,Table_4 | Enrollment in Grade 3 | Total,Table_4 | Enrollment in Grade 3 | Girl,Table_4 | Repeaters in Grade 3 | Total,Table_4 | Repeaters in Grade 3 | Girl,Table_5 | Enrollment in Grade 4 | Schools,Table_5 | Enrollment in Grade 4 | Girl,Table_5 | Repeaters in Grade 4 | Total,Table_5 | Repeaters in Grade 4 | Girl,Table_5 | Enrollment in Grade 5 | Total,Table_5 | Enrollment in Grade 5 | Girl,Table_5 | Repeaters in Grade 5 | Total,Table_5 | Repeaters in Grade 5 | Girl,Table_5 | Enrollment in Grade 6 | Total,Table_5 | Enrollment in Grade 6 | Girl,Table_5 | Repeaters in Grade 6 | Total,Table_5 | Repeaters in Grade 6 | Girl,Table_6 | Enrollment in Grade 7 | Schools,Table_6 | Enrollment in Grade 7 | Girl,Table_6 | Repeaters in Grade 7 | Total,Table_6 | Repeaters in Grade 7 | Girl,Table_6 | Enrollment in Grade 8 | Total,Table_6 | Enrollment in Grade 8 | Girl,Table_6 | Repeaters in Grade 8 | Total,Table_6 | Repeaters in Grade 8 | Girl,Table_6 | Enrollment in Grade 9 | Total,Table_6 | Enrollment in Grade 9 | Girl,Table_6 | Repeaters in Grade 9 | Total,Table_6 | Repeaters in Grade 9 | Girl,Table_7 | Enrollment in Grade 10 | Schools,Table_7 | Enrollment in Grade 10 | Girl,Table_7 | Repeaters in Grade 10 | Total,Table_7 | Repeaters in Grade 10 | Girl,Table_7 | Enrollment in Grade 11 | Total,Table_7 | Enrollment in Grade 11 | Girl,Table_7 | Repeaters in Grade 11 | Total,Table_7 | Repeaters in Grade 11 | Girl,Table_7 | Enrollment in Grade 12 | Total,Table_7 | Enrollment in Grade 12 | Girl,Table_7 | Repeaters in Grade 12 | Total,Table_7 | Repeaters in Grade 12 | Girl,Table_8 | Grade 1 Intake | Schools,Table_8 | Grade 1 Intake | Aged 6,Table_8 | Primary Enrollment | Total,Table_8 | Primary Enrollment | Aged 11+,Table_8 | Grade 7 Intake | Total,Table_8 | Grade 7 Intake | Aged 12,Table_8 | L. Sec. Enrollment | Total,Table_8 | L. Sec. Enrollment | Aged 14+,Table_8 | Grade 10 Intake | Total,Table_8 | Grade 10 Intake | Aged 15,Table_8 | U. Sec. Enrollment | Total,Table_8 | U. Sec. Enrollment | Aged 17+,Table_8 | % Over-age Enrollment in | Primary,Table_8 | % Over-age Enrollment in | L. Sec.,Table_8 | % Over-age Enrollment in | U. Sec.,Table_9 | Education Level of Teaching Staff | Schools,Table_9 | Education Level of Teaching Staff | L.Sec.,Table_9 | Education Level of Teaching Staff | U.Sec.,Table_9 | Education Level of Teaching Staff | Graduate,Table_9 | Education Level of Teaching Staff | Post Gaduate,Table_9 | Education Level of Teaching Staff | PhD,Table_9 | Education Level of Non-Teaching Staff | Primary,Table_9 | Education Level of Non-Teaching Staff | L.Sec.,Table_9 | Education Level of Non-Teaching Staff | U.Sec.,Table_9 | Education Level of Non-Teaching Staff | Graduate,Table_9 | Education Level of Non-Teaching Staff | Post Graduate,Table_9 | Education Level of Non-Teaching Staff | PhD,Table_9 | Teaching Staff without Pedagogy Training | Primary,Table_9 | Teaching Staff without Pedagogy Training | L.Sec.,Table_9 | Teaching Staff without Pedagogy Training | U.Sec.,Table_9 | Teaching Staff without Pedagogy Training | Graduate,Table_9 | Teaching Staff without Pedagogy Training | Post Graduate,Table_9 | Teaching Staff without Pedagogy Training | PhD,Table_10 | Total Number of | Schools,Table_10 | Total Number of | Rooms,Table_10 | Concrete/Brick Structure | Buildings,Table_10 | Concrete/Brick Structure | Rooms,Table_10 | Wooden Structure | Buildings,Table_10 | Wooden Structure | Rooms,Table_10 | Bamboo Structure | Buildings,Table_10 | Bamboo Structure | Rooms,Table_10 | New Buildings | Repaired,Table_10 | New Buildings | Constructed,Table_10 | Buildings Without Good | Floor,Table_10 | Buildings Without Good | Roof,Table_10 | Buildings Without Good | Wall,Table_11 | Number of | Schools,Table_11 | Number of Classrooms | in Pagoda,Table_11 | Number of Classrooms | New Repaired,Table_11 | Number of Classrooms | New Constr.,Table_11 | Classrooms Without Good | Floor,Table_11 | Classrooms Without Good | Roof,Table_11 | Classrooms Without Good | Wall,Table_11 | Schools with Separate | Office,Table_11 | Schools with Separate | Library,Table_12 | School Area (m2) | Schools,Table_12 | School Area (m2) | Playground,Table_12 | Cl.room Area | per Student,Table_12 | Pre-School with | Sport Facility,"Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Volleyball","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Football","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Basketball","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Climb.Ropes","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Shotput","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | High Jump","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Long Jump","Table_12 | Schools with Sport Ground, Equipment and Teams / Player for | Running",Table_13 | Parent Association | Schools,Table_13 | Parent Association | Held Meet.,Table_13 | Parent Association | Total,Table_13 | Parent Association | Female,Table_13 | Commu. | Teachers,Table_13 | Teaching | Monks,Table_13 | PB Fund (Riel) | per Student,Table_13 | PB Fund (Riel) | per School,Table_13 | Number of Schools Obtaining Funds from | Sch. Income,Table_13 | Number of Schools Obtaining Funds from | Community,Table_13 | Number of Schools Obtaining Funds from | Gvt. For building,Table_13 | Number of Schools Obtaining Funds from | Abroad,Table_13 | Number of Schools Obtaining Funds from | IOs/NGOs,Table_14 | Director of the | Schools,Table_14 | Provincial Edn. Service | Total,Table_14 | Provincial Edn. Service | Female,Table_14 | District Edn. Office | Total,Table_14 | District Edn. Office | Female,Table_14 | Teaching Staff at Schools | Total,Table_14 | Teaching Staff at Schools | Female,Table_14 | Non-Tch. Staff at Schools | Total,Table_14 | Non-Tch. Staff at Schools | Female,Table_14 | Total Staff | Total,Table_14 | Total Staff | Female,Table_15 | Aged 6 | Schools,Table_15 | Aged 6 | Girl,Table_15 | Aged 6-11 | Total,Table_15 | Aged 6-11 | Girl,Table_15 | Aged 12-14 | Total,Table_15 | Aged 12-14 | Girl,Table_15 | Aged 15-17 | Total,Table_15 | Aged 15-17 | Girl,Table_15 | Sex-Ratio of Population | Aged 6,Table_15 | Sex-Ratio of Population | 6-11,Table_15 | Sex-Ratio of Population | 12-14,Table_15 | Sex-Ratio of Population | 15-17,Table_16 | Pupils | School,Table_16 | Teachers | School,Table_16 | Staff | School,Table_16 | Buildings | School,Table_16 | Rooms | School,Table_16 | Classrooms | School,Table_16 | Classes | School,Table_16 | Percentage of Schools | 2 - shift,Table_16 | Percentage of Schools | in Pagoda,Table_16 | Percentage of Schools | w/o Water,Table_16 | Percentage of Schools | w/o Toilet,Table_16 | Percentage of Schools | w/o Toilet,Table_17 | Pupil | Schools,Table_17 | Pupil | Staff,Table_17 | Pupil | Class,Table_17 | Pupil | Classroom,Table_17 | Classes | per,Table_17 | Classroom | Area (m2),Table_17 | Percentage of Total Students in | Pre-school,Table_17 | Percentage of Total Students in | Primary,Table_17 | Percentage of Total Students in | Lower,Table_17 | Percentage of Total Students in | Upper,Table_17 | Percentage of | Non-tching,Table_17 | Percentage of | Female,Table_18 | % Repeaters (Total) | Schools,Table_18 | % Repeaters (Total) | L.Sec.,Table_18 | % Repeaters (Total) | U.Sec.,Table_18 | % Over-age Enrollment (Total) | Primary,Table_18 | % Over-age Enrollment (Total) | L.Sec.,Table_18 | % Over-age Enrollment (Total) | U.Sec.,Table_18 | % Repeaters (Girl) | Primary,Table_18 | % Repeaters (Girl) | L.Sec.,Table_18 | % Repeaters (Girl) | U.Sec.,Table_18 | % Over-age Enrollment  (Girl) | Primary,Table_18 | % Over-age Enrollment  (Girl) | L.Sec.,Table_18 | % Over-age Enrollment  (Girl) | U.Sec.,Table_19 | Gross Admission Rate | Schools,Table_19 | Gross Admission Rate | Girl,Table_19 | Net Admission Rate | Total,Table_19 | Net Admission Rate | Girl,Table_19 | % Over-age (6+) Admission | Total,Table_19 | % Over-age (6+) Admission | Girl,Table_19 | Transition Rate to Lower Sec. 2015/2016 | Total,Table_19 | Transition Rate to Lower Sec. 2015/2016 | Girl,Table_19 | Transition Rate to Upper Sec. 2015/2016 | Total,Table_19 | Transition Rate to Upper Sec. 2015/2016 | Girl,Table_20 | Grade 1 | Schools,Table_20 | Grade 1 | Repetition,Table_20 | Grade 1 | Dropout,Table_20 | Grade 2 | Promotion,Table_20 | Grade 2 | Repetition,Table_20 | Grade 2 | Dropout,Table_20 | Grade 3 | Promotion,Table_20 | Grade 3 | Repetition,Table_20 | Grade 3 | Dropout,Table_20 | Grade 4 | Promotion,Table_20 | Grade 4 | Repetition,Table_20 | Grade 4 | Dropout,Table_21 | Grade 5 | Schools,Table_21 | Grade 5 | Repetition,Table_21 | Grade 5 | Dropout,Table_21 | Grade 6 | Promotion,Table_21 | Grade 6 | Repetition,Table_21 | Grade 6 | Dropout,Table_21 | Grade 7 | Promotion,Table_21 | Grade 7 | Repetition,Table_21 | Grade 7 | Dropout,Table_21 | Grade 8 | Promotion,Table_21 | Grade 8 | Repetition,Table_21 | Grade 8 | Dropout,Table_22 | Grade 9 | Schools,Table_22 | Grade 9 | Repetition,Table_22 | Grade 9 | Dropout,Table_22 | Grade 10 | Promotion,Table_22 | Grade 10 | Repetition,Table_22 | Grade 10 | Dropout,Table_22 | Grade 11 | Promotion,Table_22 | Grade 11 | Repetition,Table_22 | Grade 11 | Dropout,Table_22 | Grade 12 | Promotion,Table_22 | Grade 12 | Repetition,Table_22 | Grade 12 | Dropout
Siemreap,1039,70,6387,101,247253,124097,15405,5678,5699,3549,1371,501,7070,4050,419,501,88,31,427,4,74,407,565,383,40.3,18.5,441,194,501,75,426,3299,47,76,23,203,4,40,0,0,32575,14912,5084,2056,31503,14951,3100,1137,28716,13787,2138,741,25220,12330,1356,448,22676,11469,927,329,20861,10769,736,244,18505,9666,825,281,13686,7655,364,143,11555,6443,450,160,8160,4485,127,41,6415,3602,89,24,5626,3131,209,74,27491,21434,161551,23285,17680,8678,43746,13320,8033,2926,20201,6010,14.4,30.4,29.8,68,693,3794,1075,68,1,26,244,857,198,46,0,0,1,37,4,0,0,1876,6426,1603,5855,241,533,32,38,47,88,310,211,265,4663,101,161,320,1255,694,808,497,448,41375,15758,1.42,2,4,2,0,0,0,0,0,0,795,687,7,2,8,10,19331,4916948,15,109,27,12,549,SOY TITHYAVONG,128,32,161,43,5699,3549,1371,501,7359,4125,23510,11319,143606,69107,77206,37294,79543,38504,107.7,107.8,107,106.6,238,5.5,6.8,1.8,6.2,4.5,6.1,41.1,7.1,54.4,36.9,,43.4,35,38.7,53,1.4,1.4,8.8,65.3,17.7,8.2,19.4,57.3,8.3,3.7,2.1,14.4,30.4,29.8,6.3,2.5,1.2,13.4,28.2,26.9,116.9,113.6,91.2,91.3,22,19.6,86.1,89.3,77.6,80.2,81.4,14.6,4,86.2,10.1,3.8,89,8,3,91.3,5.7,3,93.6,4.3,2.1,84.6,3.6,11.8,78.1,4.8,17,83.8,2.7,13.5,74.5,4.3,21.2,87.3,1.8,11,93.9,1.5,4.6,51,4.1,44.9
Stung Treng,201,1,1256,2,30377,15133,2821,1234,1198,631,153,53,1351,684,30,144,20,7,104,0,4,29,121,48,36.5,15.4,94,41,144,22,122,881,3,3,1,6,0,0,0,0,6021,2873,1430,631,5062,2481,573,256,4238,2062,365,149,3372,1682,198,93,2733,1421,109,45,2394,1281,75,34,1486,763,14,4,1217,616,15,4,959,485,12,7,685,336,3,1,640,291,5,1,527,269,22,9,4591,2855,23820,5156,1472,651,3662,1131,682,416,1852,424,21.6,30.9,22.9,68,240,762,99,23,0,16,42,81,11,2,0,0,1,1,1,0,0,335,1175,174,761,150,396,11,18,6,59,70,55,67,850,2,15,247,199,157,218,59,55,45524,29485,1.63,15,62,38,8,9,28,42,38,33,188,166,5,2,22,0,28004,4588240,0,10,3,0,107,HEANG POLY,60,16,58,18,1198,631,153,53,1469,718,3129,1541,19137,9428,9911,4897,10149,5030,103,103,102.4,101.8,151.1,6,6.7,1.7,5.8,4.2,6.2,51.7,2,60.2,23.9,,25.4,22.5,24.2,35.7,1.5,131.2,3.4,78.4,12.1,6.1,11.3,50.6,11.5,1.1,1.6,21.6,30.9,22.9,10.2,0.8,1.2,21.9,28.7,21.1,146.7,145.5,91.2,93.8,37.8,35.5,68.2,67.9,78.2,73.8,69.3,22.1,8.6,77.7,11.5,10.8,80.7,9.3,10.1,84.3,6.4,9.3,84.7,4,11.3,82.3,3.5,14.2,84.1,1,15,92.3,1.5,6.2,83.4,1.4,15.3,85.5,0.4,14.1,96.4,1,2.7,75.8,4.4,19.8
Svay Rieng,500,0,3296,9,114360,55792,4172,1402,3645,1335,959,193,4604,1528,165,262,54,19,174,0,88,163,224,169,46.4,25.6,399,47,262,38,224,1711,26,36,60,398,2,11,0,0,13000,6039,1344,526,13237,6403,720,266,12535,6097,614,198,11595,5617,368,117,10942,5480,257,76,10463,5144,215,62,10014,4999,234,47,8107,4070,65,14,6734,3341,183,44,4521,2172,42,7,3603,1682,13,2,2988,1344,117,43,11656,8955,71772,10955,9780,5887,24855,5535,4479,2395,11112,2210,15.3,22.3,19.9,15,637,2283,657,45,0,5,270,533,130,18,0,0,10,0,10,0,0,902,4025,862,3928,39,93,1,4,14,36,159,96,124,2747,9,48,142,580,305,433,195,141,14229,7484,2.08,11,142,63,9,49,43,56,58,66,359,326,8,1,4,0,18643,4755126,10,153,6,14,259,YOS SARATH,98,18,115,24,3645,1335,959,193,4817,1570,9359,4639,61302,30254,35997,17318,38062,17523,101.7,102.6,107.9,117.2,228.7,7.3,9.2,1.8,8.1,5.5,6.6,34.8,17.6,44.8,33.8,,31.4,24.8,34.7,41.6,1.2,2.1,5.8,62.8,21.7,9.7,20.8,33.2,4.9,1.9,1.5,15.3,22.3,19.9,3.6,0.8,1,14.2,19.2,15.5,124.5,118.8,95.7,96.1,23.2,19.1,89.8,92.6,73.8,76.2,89.2,9.6,1.2,93.6,5.7,0.7,93.4,5.1,1.4,94.7,3.3,2,95.1,2.4,2.5,94,2,4,82.9,2.4,14.7,82.3,0.8,16.8,77.7,3,19.3,83.4,1,15.6,90.4,0.4,9.2,65.9,4.1,30
Takeo,767,14,5761,131,209633,100946,9407,3167,6341,2518,1704,372,8045,2890,267,382,69,49,207,0,217,264,281,208,47.6,26.6,476,63,382,73,309,2709,77,117,125,1174,14,81,1,25,22114,9815,2295,817,21478,10114,1614,545,20944,10027,1291,453,20126,9663,968,340,18867,9105,864,280,19097,9187,577,179,18494,9207,377,120,16230,8249,249,63,13794,6828,303,55,10381,5249,115,32,9002,4354,97,35,7804,3684,657,248,19819,15824,122626,10477,18117,10943,48518,11289,10266,4943,27187,5866,8.5,23.3,21.6,62,1000,3704,1507,61,0,31,355,918,362,32,0,0,4,15,18,1,0,1769,7894,1728,7759,38,127,3,8,77,59,431,245,341,5128,131,341,253,1910,981,1410,485,441,20416,13743,2.44,88,329,77,25,84,110,255,256,270,679,624,9,1,10,2,19322,5967817,27,50,17,6,79,SIV SOKHAN,126,40,140,27,6341,2518,1704,372,8311,2957,17287,8406,115098,55974,67953,32641,70379,32747,105.7,105.6,108.2,114.9,273.3,8.3,10.5,2.3,10.3,6.7,7.5,27,28.3,36.6,27.1,,33.1,26.1,36.4,40.9,1.1,11.2,5.4,58.5,23.1,13,21.2,35.9,6.2,1.9,3.2,8.5,23.3,21.6,4.5,1,2.4,7.5,20.1,17.9,114.6,107,91.5,85.2,20.2,20.4,90.8,93.7,78.2,82,89.8,10.4,-0.2,91.6,7.5,0.9,93.1,6.3,0.6,92.8,5,2.2,93.7,4.4,1.9,93.1,2.9,4,85.2,2,12.8,84.8,1.6,13.7,80.5,2.3,17.2,86.3,1.1,12.6,88.1,1.2,10.7,48.2,8.1,43.7
Tbaung Khmum,678,16,4452,26,166669,82637,9004,3482,3523,1833,718,219,4241,2052,202,399,54,23,315,0,72,198,394,276,42.6,21.1,378,59,399,52,347,2486,21,35,46,322,3,13,2,32,23327,10671,2598,1014,22479,10690,1726,692,20515,9804,1367,535,18147,8943,1005,375,16627,8127,660,261,15539,7962,435,162,12469,6440,458,167,9126,4942,181,64,7178,3905,303,106,4215,2288,77,26,3238,1754,53,16,2707,1422,141,64,20729,14818,116634,20103,12011,6186,28773,7516,4138,1657,10160,3095,17.2,26.1,30.5,81,758,2228,425,16,0,34,210,374,82,13,0,8,32,50,39,2,0,1084,4630,1011,4435,66,172,7,23,48,49,234,167,162,3334,26,216,231,891,613,596,261,197,137444,13241,2.5,39,91,46,11,21,30,33,35,49,626,577,5,1,9,0,19252,4591089,8,27,31,3,536,IN POUVSAMBATH,80,26,84,22,3523,1833,718,219,4405,2100,15446,7503,98806,48000,55856,26966,57979,27489,105.9,105.8,107.1,110.9,245.8,5.2,6.3,1.6,6.8,4.9,6.6,46.5,10.6,58.1,40.7,,47.3,39.3,37.4,50,1.3,2.5,6.7,70,17.3,6.1,16.9,48.4,6.7,3.3,2.7,17.2,26.1,30.5,5.4,2.2,1.9,15.4,23.9,28,134.2,128.7,95.9,95.6,28.5,25.7,78.8,81,64.5,68.6,82.9,10.4,6.8,86.7,7.8,5.4,85.7,6.8,7.4,86.6,5.5,7.9,88.6,3.9,7.5,89,2.9,8.2,75.5,3.9,20.6,79.8,2.1,18.1,69.5,4.7,25.8,80.7,1.9,17.4,87.8,1.8,10.4,59.2,5.9,34.9
Whole Kingdom,12889,368,86713,652,3077660,1516147,154979,57106,92444,47370,18704,5143,111148,52513,4014,7144,1245,486,5423,31,2101,3856,6718,4198,40.5,21.9,6 822,1 690,7144,1253,6229,46906,931,1405,1030,9011,124,713,16,308,397221,183642,48993,19465,381293,180478,29889,11120,356259,170919,21933,7913,323936,158118,15153,5317,290967,144371,10510,3607,272385,136703,7315,2508,238892,122633,6266,2031,189748,99867,2783,875,157402,81154,4781,1460,108038,56253,1224,356,90304,46421,720,220,81067,40777,5412,2234,348228,268196,2022061,284843,232626,126087,586042,145384,106814,53669,279409,62499,14.1,24.8,22.4,1779,19267,51820,18034,1092,15,471,5033,9017,3581,553,10,48,193,298,257,20,0,22735,94660,19660,86575,2936,7847,139,238,759,1272,4485,3213,4679,65631,652,3031,5709,16643,10169,13232,6058,4689,162000,13353,2.23,724,3075,1442,328,765,1227,2354,2332,2504,11143,10093,6,1,133,26,20086,5179075,285,1487,270,245,6774,,2091,576,2388,584,92444,47370,18704,5143,115627,53673,294731,143333,1857465,902163,1051978,509774,1113919,536652,105.6,105.9,106.4,107.6,238.8,7.2,8.6,1.8,7.3,5.1,6.7,42.1,16.3,52.1,32.5,,33.3,27.7,35.5,46.9,1.3,4.1,6.2,65.7,19,9.1,16.8,47.2,6.6,2.4,2.6,14.1,24.8,22.4,5.1,1.4,2,13.1,22,19.1,118.2,114.5,91,90.1,23,21.3,85.5,88.3,74.5,77.6,83.5,11.6,4.8,88.6,7.9,3.5,89.4,6.4,4.2,90.8,4.9,4.3,91.5,3.6,4.8,90.6,2.7,6.8,80.4,2.7,16.9,83.6,1.5,14.9,76.9,3.3,19.7,84.9,1.2,13.9,91.7,0.9,7.4,53.9,6.9,39.2
-  Urban Area,1394,32,14670,87,572835,281517,21757,7676,23335,13418,3365,1333,26700,14751,495,674,127,98,552,2,192,444,704,402,46.4,24.7,848,315,674,141,541,5989,92,169,90,1044,8,76,2,63,62016,28509,6239,2394,62715,29810,3585,1237,58614,28325,2414,840,53772,26478,1427,482,48269,24013,1015,324,46099,22856,725,186,44783,22222,1429,403,37011,18751,751,247,33736,16881,1234,413,31552,16176,425,139,29905,15435,276,85,29839,14996,2237,926,55777,43987,331485,35304,43354,26053,115530,24426,31127,17443,91296,19722,10.7,21.1,21.6,442,4031,11647,6327,622,2,74,677,1497,890,228,3,5,44,21,46,10,0,3224,15946,2900,14975,321,965,3,6,199,151,626,435,489,10907,87,1015,963,2449,1643,1780,775,675,1208047,22672,8.15,153,303,172,96,98,173,335,333,328,1228,1124,6,2,2,0,18230,8075952,52,211,16,42,628,,,,,,,,,,,,,,,,,,,,,,,,410.9,16.7,19.2,2.3,11.4,7.8,10.5,39.6,13.8,50.5,34.1,,24.5,21.5,39,52.5,1.3,8.1,6,57.9,20.2,15.9,12.6,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-  Rural Area,11495,336,72043,565,2504825,1234630,133222,49430,69109,33952,15339,3810,84448,37762,3519,6470,1118,388,4871,29,1909,3412,6014,3796,39.8,21.6,5 974,1 375,6470,1112,5688,40917,839,1236,940,7967,116,637,14,245,335205,155133,42754,17071,318578,150668,26304,9883,297645,142594,19519,7073,270164,131640,13726,4835,242698,120358,9495,3283,226286,113847,6590,2322,194109,100411,4837,1628,152737,81116,2032,628,123666,64273,3547,1047,76486,40077,799,217,60399,30986,444,135,51228,25781,3175,1308,292451,224209,1690576,249539,189272,100034,470512,120958,75687,36226,188113,42777,14.8,25.7,22.7,1337,15236,40173,11707,470,13,397,4356,7520,2691,325,7,43,149,277,211,10,0,19511,78714,16760,71600,2615,6882,136,232,560,1121,3859,2778,4190,54724,565,2016,4746,14194,8526,11452,5283,4014,41073,12260,3.13,571,2772,1270,232,667,1054,2019,1999,2176,9915,8969,6,1,131,26,20518,4821341,233,1276,254,203,6146,,,,,,,,,,,,,,,,,,,,,,,,217.9,6,7.3,1.7,6.8,4.8,6.3,42.4,16.6,52.3,37.9,,36.2,29.7,34.8,45.8,1.3,3.1,6.2,67.5,18.8,7.5,18.2,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Page 9                                                                                                                                           Kingdom of Cambodia                                                                                                  Education Statistics, 2016/2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Urban Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2091,576,450,162,23335,13418,3365,1333,29241,15489,60457,29191,364346,175055,208058,101261,236386,118671,107.1,108.1,105.5,99.2,,,,,,,,,,,,,,,,,,,,,,,,,4.6,3,3.2,10.7,21.1,21.6,3.4,1.8,2.5,9.3,18.4,18.2,92.3,89.5,72.8,72.5,21.1,18.9,94.1,96.2,94.6,100.5,85.4,9,5.6,90.5,5.8,3.7,92.7,4.3,3,93.6,2.8,3.5,95,2.1,2.8,93.3,1.6,5.1,82.3,3.2,14.4,89.7,2.1,8.3,76.1,3.7,20.1,89.8,1.3,8.9,98.8,1,0.3,55.4,7.5,37.1
- Rural Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1938,422,69109,33952,15339,3810,86386,38184,234274,114142,1493119,727108,843920,408513,877533,417981,105.2,105.4,106.6,109.9,,,,,,,,,,,,,,,,,,,,,,,,,7,2.2,2.3,14.8,25.7,22.7,5.5,1.3,1.7,13.8,22.9,19.5,124.8,121,95.7,94.6,23.3,21.8,83.7,86.8,68.5,71.1,83.2,12.2,4.7,88.2,8.3,3.4,88.8,6.8,4.5,90.2,5.3,4.5,90.9,3.9,5.2,90,2.9,7.1,80,2.6,17.5,82.1,1.4,16.6,77.2,3.2,19.6,82.7,1.1,16.2,88.1,0.8,11.1,52.9,6.5,40.5
"Page 32                                                                                                                                                                Kingdom of Cambodia                                                                                                        Education Statistics, 2016/2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
