Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Kingdom of Cambodia,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,"Table 2: Schools, Classes, Students and Staff by Province","Table 6: All Lycees, Classes, Students and Staff by Province",Unnamed: 15,"Table 5: Colleges, Classes, Students and Staff by Province","Table 7: Lycees with grade 10-12 only, Classes, Students and Staff by Province","Table 3: Pre- Schools, Classes, Students and Staff by Province","Table 4: Primary Schools, Classes, Students and Staff by Province","Table 8: Secondary Schools, Classes, Students and Staff by Province",Table 12: Number of Classes by Grade and Education level,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Table 10: Number of Cluster schools and Schools in Pagoda,Table 9: Characteristics of Schools and School Principals,Table 11: Number of Schools by Highest Grade Taught,Table 16: Enrollment and Repeaters by Grade,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,"Table 13: Enrollment by Level of Education, 2020 - 2021","Table 14: Enrollment by Level of Education, 2021 - 2022",Table 17: New Intake and Enrollment by Level and Age (Both Sexes),Table 18: New Intake and Enrollment by Level and Age (Female),Table 15: Pre-School Enrollment,Table 26: Educational Staff in Province and District Offices and Schools,Table 20: School Staff with Special Functions,Table 19: School Staff by Education and Pedagogical Training,Table 21: Teaching Staff and Pedagogical Trainning,Table 23: Condition of Classrooms and Existence of Separate School Office and Library,Table 25: Community Participation and Financing,Table 22: Condition of School Buildings,Table 24: School Space and Sports Facilities,"Table12: Indicators on Access, Gross and Net Enrolment Ratios by Province for Male",Table 10: Indicators on Access and Equity by Province,Table 9: Indicators on Enrollment by Province,Table 11: Gross and Net Enrollment Ratios by Province,Table 3:  Indicators on Primary Schools by Province,Table 1: Indicators on Schools,Table 2:  Indicators on Schools by Province,Table 4:  Indicators on Secondary Schools by Province,Table 7: Indicators on Primary Students and Staff by Province,Table 27: School-Going Age Population and Respective Sex-Ratios,Table 8: Indicators on Secondary Students and Staff by Province,Table 5:  Indicators on Students and Staff,Table 6: Indicators on Students and Staff by Province,Table 16: Student Flow Rates and Graduates by level for Both Sex 2020 - 2021,Table 20: Student Flow Rates and graduates by Level for Female 2020 - 2021,Table 24: Student Flow Rates and Graduates by level for Male 2020 - 2021,Table 13: Student Flow Rates for Both Sex  2020 - 2021,Table 17: Student Flow Rates for Female 2020 - 2021,Table 21: Student Flow Rates (Grade 1-4) for Male 2020 - 2021,Table 25:  Servival Rate And Completion Rate,Table 26 : Gender Parity Index in Education Indicators 2021 - 2022,"APPENDIX: EDUCATION STATISTICS, 1979/1980 to 2021/2022"
,33,124,335,,25,822,792,748,690,648,623,474,432,363,255,,,232,,,,,,Kandal,214,517,4323,1269,701,6810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,12,15,,10,35,35,31,29,28,25,19,16,16,8,,,10,,,,,,Kep,9,39,183,51,27,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,10,16,,87,147,151,140,136,125,126,60,55,49,36,,,32,,,,,,Koh Kong,27,120,825,164,95,1204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,67,142,,29,443,420,391,364,336,317,125,105,92,58,,,50,,,,,,Kratie,47,245,2271,322,155,2993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,6,7,,25,126,122,118,111,106,102,37,28,26,17,,,15,,,,,,Mondul Kiri,12,42,685,91,44,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,10,59,,78,288,281,264,255,249,238,91,79,66,49,,,41,,,,,,Otdar Meanchey,39,150,1575,236,129,2090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,11,15,,14,67,63,62,59,58,55,36,31,24,15,,,15,,,,,,Pailin,11,44,364,91,41,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23,37,393,,1,562,541,517,518,501,495,436,415,379,295,,,296,,,,,,Phnom Penh,298,454,3134,1230,889,5707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,6,35,,45,158,148,141,133,124,118,83,74,66,42,,,40,,,,,,Preah Sihanouk,38,87,822,223,120,1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,21,39,,92,303,290,276,259,249,243,106,97,89,57,,,51,,,,,,Preah Vihear,46,162,1620,292,154,2228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19,110,465,,18,811,787,753,745,749,730,420,369,316,220,,,191,,,,,,Prey Veng,181,612,4575,1105,592,6884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,59,129,,87,444,415,399,377,365,347,179,154,135,90,,,79,,,,,,Pursat,74,297,2347,468,243,3355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,17,88,,65,267,264,255,246,232,207,78,61,52,39,,,39,,,,,,Ratanak Kiri,30,197,1471,191,108,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,110,329,591,,195,895,844,787,757,724,692,403,362,316,228,,,206,,,,,,Siemreap,186,1225,4699,1081,620,7625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,6,36,,21,293,262,255,235,238,198,59,55,49,26,,,25,,,,,,Stung Treng,21,66,1481,163,72,1782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,45,110,,133,417,398,385,362,356,355,254,214,182,127,,,114,,,,,,Svay Rieng,105,299,2273,650,346,3568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,77,306,,61,621,619,583,571,557,568,423,387,361,260,,,259,,,,,,Takeo,238,460,3519,1171,757,5907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,136,245,,104,598,592,566,544,513,485,275,239,196,136,,,129,,,,,,Tbaung Khmum,108,510,3298,710,373,4891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,476,1601,4549,,1856,11617,11230,10678,10285,9898,9555,5776,5106,4424,3203,,,2954,,,,,,Whole Kingdom,2701,8482,63263,15306,8858,95909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,147,370,894,,170,1691,1631,1532,1473,1409,1373,1122,1045,951,808,,,788,,,,,,-  Urban Area,767,1581,9109,3118,2363,16171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,329,1231,3655,,1686,9926,9599,9146,8812,8489,8182,4654,4061,3473,2395,,,2166,,,,,,-  Rural Area,1934,6901,54154,12188,6495,79738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Number of Primary Schools,Number of Cluster Schools,Satelite School,,,Number of schools in Pagoda,,,,,,,,,,,,,,,,,,,,,,,,,Province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Schools,,Classes,Pre school,,Primary School,,Junior high school,,Senior high school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Schools,Classes,Schools,Classes,Schools,Classes,Schools,Classes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,410,86,324,,2255,6,7,10,75,1,4,0,0,,,,,,,,,,,,,,,,,,Banteay Meanchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,654,155,499,,3660,23,40,29,283,3,27,0,0,,,,,,,,,,,,,,,,,,Battambang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,407,66,341,,3013,47,77,82,675,5,27,2,42,,,,,,,,,,,,,,,,,,Kampong Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,279,48,231,,1695,9,17,27,215,7,32,0,0,,,,,,,,,,,,,,,,,,Kampong Chhnang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,316,49,267,,2204,15,19,28,244,1,5,1,15,,,,,,,,,,,,,,,,,,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,494,88,406,,2602,24,31,47,325,0,0,0,0,,,,,,,,,,,,,,,,,,Kampong Thom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,300,61,239,,1745,107,138,153,1282,35,185,1,13,,,,,,,,,,,,,,,,,,Kampot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,373,79,496,,3420,69,139,114,1267,18,117,4,80,,,,,,,,,,,,,,,,,,Kandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,6,16,,115,5,9,5,45,0,0,0,0,,,,,,,,,,,,,,,,,,Kep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,121,23,98,,583,2,2,3,19,0,0,0,0,,,,,,,,,,,,,,,,,,Koh Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,285,52,233,,1702,16,28,27,213,4,18,1,25,,,,,,,,,,,,,,,,,,Kratie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,88,11,77,,562,1,1,1,6,0,0,0,0,,,,,,,,,,,,,,,,,,Mondul Kiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,219,28,191,,1304,3,3,1,10,0,0,0,0,,,,,,,,,,,,,,,,,,Otdar Meanchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,48,8,40,,278,1,1,1,11,0,0,0,0,,,,,,,,,,,,,,,,,,Pailin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,164,52,112,,1761,32,39,44,527,4,38,1,17,,,,,,,,,,,,,,,,,,Phnom Penh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,72,13,59,,618,7,8,6,75,2,12,0,0,,,,,,,,,,,,,,,,,,Preah Sihanouk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,229,34,195,,1257,0,0,2,9,0,0,0,0,,,,,,,,,,,,,,,,,,Preah Vihear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,547,98,449,,3444,96,138,137,1094,13,90,1,37,,,,,,,,,,,,,,,,,,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,306,50,256,,1688,4,5,5,36,1,12,0,0,,,,,,,,,,,,,,,,,,Pursat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,226,38,188,,1112,1,1,4,16,1,8,0,0,,,,,,,,,,,,,,,,,,Ratanak Kiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,522,84,438,,3454,18,33,21,190,1,22,1,9,,,,,,,,,,,,,,,,,,Siemreap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174,23,151,,1266,1,10,1,6,0,0,0,0,,,,,,,,,,,,,,,,,,Stung Treng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,262,40,222,,1707,27,36,61,441,1,7,0,0,,,,,,,,,,,,,,,,,,Svay Rieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,382,79,303,,2585,80,120,117,1017,18,100,2,47,,,,,,,,,,,,,,,,,,Takeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406,71,335,,2451,25,66,46,325,3,16,2,36,,,,,,,,,,,,,,,,,,Tbaung Khmum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7306,1342,6166,,46481,619,968,972,8406,118,720,16,321,,,,,,,,,,,,,,,,,,Whole Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,684,159,534,,5684,67,96,93,994,9,80,2,35,,,,,,,,,,,,,,,,,,-  Urban Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6622,1183,5632,,40797,552,872,879,7412,109,640,14,286,,,,,,,,,,,,,,,,,,-  Rural Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Number of Schools,,,,,2 - Shift,Floating,Schools,Attached,Schools Without,,Characteristics of School Principals (Incharge),,,,,,,,,,,,,,,,,,,,Province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pre-Sch.,Primary,College,,Lycee,Schools,Schools,in Pagoda,Pre-Sch.,Water Sup.,Latrine,Avg. Age,Avg.Service,U.Sec+ Ed.,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,328,410,54,,30,255,0,17,307,520,366,46,23.5,577,106,,,,,,,,,,,,,,,,,Banteay Meanchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,389,654,98,,29,571,5,55,363,787,373,42.7,22.8,935,250,,,,,,,,,,,,,,,,,Battambang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,289,407,81,,43,313,0,136,283,379,349,46.1,27.3,501,113,,,,,,,,,,,,,,,,,Kampong Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,115,279,62,,16,185,4,43,97,298,97,42,23.3,381,77,,,,,,,,,,,,,,,,,Kampong Chhnang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,218,316,72,,25,232,0,45,214,318,219,43.5,23.6,456,53,,,,,,,,,,,,,,,,,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,214,494,67,,25,315,6,71,214,485,237,35.3,22.2,607,153,,,,,,,,,,,,,,,,,Kampong Thom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202,310,76,,24,171,0,296,197,406,194,45.1,26.3,508,33,,,,,,,,,,,,,,,,,Kampot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,248,373,100,,40,309,0,205,219,279,233,45.7,27.1,534,134,,,,,,,,,,,,,,,,,Kandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,22,4,,2,10,0,10,22,29,22,44.4,23.6,42,4,,,,,,,,,,,,,,,,,Kep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,71,121,19,,12,71,0,5,71,154,94,37.8,18.3,175,14,,,,,,,,,,,,,,,,,Koh Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,106,285,42,,13,205,0,48,97,274,157,41.2,21.9,276,85,,,,,,,,,,,,,,,,,Kratie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,88,8,,6,49,0,2,26,109,31,36.3,17.7,69,29,,,,,,,,,,,,,,,,,Mondul Kiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,108,219,30,,9,91,0,4,108,212,133,39.6,18.7,220,22,,,,,,,,,,,,,,,,,Otdar Meanchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,48,7,,2,29,0,2,23,60,30,40,20.2,68,16,,,,,,,,,,,,,,,,,Pailin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,148,164,27,,41,158,0,81,128,103,137,47.6,28.8,318,63,,,,,,,,,,,,,,,,,Phnom Penh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,60,72,18,,9,60,0,15,59,81,54,42.5,23.5,138,21,,,,,,,,,,,,,,,,,Preah Sihanouk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,116,229,48,,18,51,0,2,109,266,149,37.5,17.5,270,69,,,,,,,,,,,,,,,,,Preah Vihear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,399,547,93,,32,453,0,247,382,628,424,45.3,26.2,689,117,,,,,,,,,,,,,,,,,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,185,306,44,,16,208,12,10,164,419,177,43.1,24.3,401,81,,,,,,,,,,,,,,,,,Pursat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,68,226,22,,12,132,0,6,67,195,106,34.8,15.1,225,39,,,,,,,,,,,,,,,,,Ratanak Kiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,463,522,80,,44,379,4,41,436,663,519,39.8,20.1,773,256,,,,,,,,,,,,,,,,,Siemreap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,46,174,30,,9,117,0,2,45,186,82,36.8,16.9,159,49,,,,,,,,,,,,,,,,,Stung Treng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,175,262,53,,21,156,0,89,169,356,215,45.5,27.1,418,52,,,,,,,,,,,,,,,,,Svay Rieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,301,382,66,,53,185,0,217,297,445,289,39.9,28.4,622,62,,,,,,,,,,,,,,,,,Takeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,237,406,52,,28,286,0,76,233,377,244,43.8,22.2,506,93,,,,,,,,,,,,,,,,,Tbaung Khmum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4563,7306,1253,,559,4991,31,1725,4330,8029,4931,42.3,23.5,9868,1991,,,,,,,,,,,,,,,,,Whole Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,536,684,128,,116,495,0,171,473,574,499,41.4,26.5,1178,328,,,,,,,,,,,,,,,,,-  Urban Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4027,6622,1125,,443,4496,31,1554,3857,7455,4432,42.4,23.2,8690,1663,,,,,,,,,,,,,,,,,-  Rural Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pre-school,,Primary,,,,,,,College,,,Lycee,,,,,,,,,,,,,,,,,,,,Province,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total,Mixed Step,Grade 1,,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,328,179,0,,3,4,6,4,393,0,0,54,1,1,28,,,,,,,,,,,,,,,,,,Banteay Meanchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,389,170,2,,3,4,10,7,628,1,1,96,0,0,29,,,,,,,,,,,,,,,,,,Battambang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,289,42,1,,4,2,4,1,395,0,0,81,0,0,43,,,,,,,,,,,,,,,,,,Kampong Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,115,33,0,,0,0,2,1,276,0,1,61,0,0,16,,,,,,,,,,,,,,,,,,Kampong Chhnang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,218,66,0,,0,0,1,0,315,1,0,71,0,1,24,,,,,,,,,,,,,,,,,,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,214,73,3,,6,12,15,9,449,0,0,67,0,0,25,,,,,,,,,,,,,,,,,,Kampong Thom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,202,35,0,,0,0,0,3,297,0,0,76,0,0,24,,,,,,,,,,,,,,,,,,Kampot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,248,22,0,,3,1,4,0,365,0,0,100,1,0,39,,,,,,,,,,,,,,,,,,Kandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,11,0,,0,0,0,0,22,0,0,4,0,0,2,,,,,,,,,,,,,,,,,,Kep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,71,55,0,,3,4,2,0,112,0,0,19,0,0,12,,,,,,,,,,,,,,,,,,Koh Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,106,28,1,,5,2,4,6,267,0,0,42,1,0,12,,,,,,,,,,,,,,,,,,Kratie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,25,0,,0,0,0,0,88,0,0,8,0,1,5,,,,,,,,,,,,,,,,,,Mondul Kiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,108,56,0,,0,1,6,3,209,0,1,29,0,0,9,,,,,,,,,,,,,,,,,,Otdar Meanchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,16,0,,0,0,1,0,47,0,0,7,0,0,2,,,,,,,,,,,,,,,,,,Pailin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,148,0,0,,1,1,0,0,162,0,1,26,0,0,41,,,,,,,,,,,,,,,,,,Phnom Penh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,60,36,0,,0,0,0,0,72,0,0,18,0,0,9,,,,,,,,,,,,,,,,,,Preah Sihanouk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,116,81,0,,2,5,2,4,216,1,1,46,0,2,16,,,,,,,,,,,,,,,,,,Preah Vihear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
