Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Kingdom of Cambodia,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,"Table 2: Schools, Classes, Students and Staff by Province","Table 6: All Lycees, Classes, Students and Staff by Province",Unnamed: 15,"Table 5: Colleges, Classes, Students and Staff by Province","Table 7: Lycees with grade 10-12 only, Classes, Students and Staff by Province","Table 3: Pre- Schools, Classes, Students and Staff by Province","Table 4: Primary Schools, Classes, Students and Staff by Province","Table 8: Secondary Schools, Classes, Students and Staff by Province",Table 12: Number of Classes by Grade and Education level,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Table 10: Number of Cluster schools and Schools in Pagoda,Table 9: Characteristics of Schools and School Principals,Table 11: Number of Schools by Highest Grade Taught,Table 16: Enrollment and Repeaters by Grade,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,"Table 13: Enrollment by Level of Education, 2020 - 2021","Table 14: Enrollment by Level of Education, 2021 - 2022",Table 17: New Intake and Enrollment by Level and Age (Both Sexes),Table 18: New Intake and Enrollment by Level and Age (Female),Table 15: Pre-School Enrollment,Table 26: Educational Staff in Province and District Offices and Schools,Table 20: School Staff with Special Functions,Table 19: School Staff by Education and Pedagogical Training,Table 21: Teaching Staff and Pedagogical Trainning,Table 23: Condition of Classrooms and Existence of Separate School Office and Library,Table 25: Community Participation and Financing,Table 22: Condition of School Buildings,Table 24: School Space and Sports Facilities,"Table12: Indicators on Access, Gross and Net Enrolment Ratios by Province for Male",Table 10: Indicators on Access and Equity by Province,Table 9: Indicators on Enrollment by Province,Table 11: Gross and Net Enrollment Ratios by Province,Table 3:  Indicators on Primary Schools by Province,Table 1: Indicators on Schools,Table 2:  Indicators on Schools by Province,Table 4:  Indicators on Secondary Schools by Province,Table 7: Indicators on Primary Students and Staff by Province,Table 27: School-Going Age Population and Respective Sex-Ratios,Table 8: Indicators on Secondary Students and Staff by Province,Table 5:  Indicators on Students and Staff,Table 6: Indicators on Students and Staff by Province,Table 16: Student Flow Rates and Graduates by level for Both Sex 2020 - 2021,Table 20: Student Flow Rates and graduates by Level for Female 2020 - 2021,Table 24: Student Flow Rates and Graduates by level for Male 2020 - 2021,Table 13: Student Flow Rates for Both Sex  2020 - 2021,Table 17: Student Flow Rates for Female 2020 - 2021,Table 21: Student Flow Rates (Grade 1-4) for Male 2020 - 2021,Table 25:  Servival Rate And Completion Rate,Table 26 : Gender Parity Index in Education Indicators 2021 - 2022,"APPENDIX: EDUCATION STATISTICS, 1979/1980 to 2021/2022"
,12495,230,0,,0,0,0,0,382,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-  Urban Area,,,,,,,,,,,,,,,,,,,,,,,,,
,62133,1163,0,,0,0,0,0,2032,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-  Rural Area,,,,,,,,,,,,,,,,,,,,,,,,,
,Parent Association,,,,,Commu.,Teaching,PB Fund (Riel),,Number of Schools Obtaining Funds from,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province,,,,,,,,,,,,,,,,,,,,,,,,
,Exists,Held Meet.,Total,,Female,Teachers,Monks,per Student,per School,Sch. Income,Community,Gvt. For building,Abroad,IOs/NGOs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,679,645,6,,2,7,2,54531,10708094,111,30,24,169,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banteay Meanchey,,,,,,,,,,,,,,,,,,,,,,,,
,1146,1107,6,,2,4,8,57855,11941720,119,49,58,452,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Battambang,,,,,,,,,,,,,,,,,,,,,,,,
,708,671,7,,2,18,0,102781,26856795,61,28,33,447,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampong Cham,,,,,,,,,,,,,,,,,,,,,,,,
,446,428,7,,2,14,0,56805,13849282,66,36,13,220,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampong Chhnang,,,,,,,,,,,,,,,,,,,,,,,,
,591,568,7,,1,3,0,46762,12081357,127,47,21,313,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,,,
,752,708,7,,2,16,2,56449,10947376,149,38,28,370,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampong Thom,,,,,,,,,,,,,,,,,,,,,,,,
,556,540,7,,2,3,0,54838,11038603,32,7,15,255,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampot,,,,,,,,,,,,,,,,,,,,,,,,
,702,658,7,,2,18,10,42889,15734624,24,13,16,291,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kandal,,,,,,,,,,,,,,,,,,,,,,,,
,35,34,7,,2,0,0,66392,10941171,1,0,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kep,,,,,,,,,,,,,,,,,,,,,,,,
,197,186,6,,2,7,0,570032,70449073,30,3,24,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koh Kong,,,,,,,,,,,,,,,,,,,,,,,,
,422,405,7,,2,7,0,57461,11499434,42,22,11,204,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kratie,,,,,,,,,,,,,,,,,,,,,,,,
,116,107,6,,2,0,0,66419,11620402,14,5,12,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mondul Kiri,,,,,,,,,,,,,,,,,,,,,,,,
,332,316,5,,1,2,1,69574,10455374,39,41,13,102,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otdar Meanchey,,,,,,,,,,,,,,,,,,,,,,,,
,72,69,5,,2,0,0,63926,12026426,4,1,5,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pailin,,,,,,,,,,,,,,,,,,,,,,,,
,360,340,9,,4,1,0,35642,21811142,78,15,16,90,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phnom Penh,,,,,,,,,,,,,,,,,,,,,,,,
,144,130,7,,3,2,0,47900,14100375,16,3,1,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preah Sihanouk,,,,,,,,,,,,,,,,,,,,,,,,
,349,344,8,,3,2,-1,71370,9705553,39,18,14,152,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preah Vihear,,,,,,,,,,,,,,,,,,,,,,,,
,970,915,7,,2,1,1,48146,10388864,204,38,47,476,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,
,478,468,6,,2,5,2,53958,9990529,77,22,34,253,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pursat,,,,,,,,,,,,,,,,,,,,,,,,
,308,298,6,,2,27,0,73928,12728947,13,20,23,130,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ratanak Kiri,,,,,,,,,,,,,,,,,,,,,,,,
,945,919,8,,3,11,29,57282,13180032,128,42,33,399,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siemreap,,,,,,,,,,,,,,,,,,,,,,,,
,234,234,6,,2,23,0,76671,11112503,17,11,8,138,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stung Treng,,,,,,,,,,,,,,,,,,,,,,,,
,439,429,10,,2,12,0,49730,11448052,130,18,31,240,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Svay Rieng,,,,,,,,,,,,,,,,,,,,,,,,
,732,705,10,,2,9,0,49695,11823126,89,25,17,271,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Takeo,,,,,,,,,,,,,,,,,,,,,,,,
,664,639,6,,2,16,0,47517,10705143,57,20,43,306,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tbaung Khmum,,,,,,,,,,,,,,,,,,,,,,,,
,12377,11863,7,,2,208,54,60151,13874789,1667,552,540,5494,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Kingdom,,,,,,,,,,,,,,,,,,,,,,,,
,1330,1266,8,,3,18,34,41666,17020180,178,70,50,472,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-  Urban Area,,,,,,,,,,,,,,,,,,,,,,,,
,11047,10597,7,,2,190,20,64537,13492794,1489,482,490,5022,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-  Rural Area,,,,,,,,,,,,,,,,,,,,,,,,
,Total Number of,,Concrete/Brick Structure,,,Wooden Structure,,Bamboo Structure,,New Buildings,,Buildings Without Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province,,,,,,,,,,,,,,,,,,,,,,,
,Buildings,Rooms,Buildings,,Rooms,Buildings,Rooms,Buildings,Rooms,Repaired,Constructed,Floor,Roof,Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1192,5347,993,,4749,199,598,0,0,2120,2151,1382,1271,1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banteay Meanchey,,,,,,,,,,,,,,,,,,,,,,,
,1722,7364,1423,,6442,299,922,0,0,3166,3142,1667,1471,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Battambang,,,,,,,,,,,,,,,,,,,,,,,
,1435,7003,1379,,6830,56,173,0,0,2640,2707,1729,1801,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampong Cham,,,,,,,,,,,,,,,,,,,,,,,
,842,3888,794,,3762,48,126,0,0,1645,1619,602,481,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampong Chhnang,,,,,,,,,,,,,,,,,,,,,,,
,1092,4605,1041,,4454,51,151,0,0,2074,2131,1068,1115,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,,
,1198,4756,1108,,4555,90,201,0,0,2124,2221,1012,863,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampong Thom,,,,,,,,,,,,,,,,,,,,,,,
,917,4274,886,,4185,31,89,0,0,1721,1749,1054,1019,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampot,,,,,,,,,,,,,,,,,,,,,,,
,1511,6924,1488,,6866,23,58,0,0,2516,2593,1440,1324,1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kandal,,,,,,,,,,,,,,,,,,,,,,,
,91,521,91,,521,0,0,0,0,202,205,36,50,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kep,,,,,,,,,,,,,,,,,,,,,,,
,288,1261,233,,1131,55,130,0,0,535,547,259,287,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koh Kong,,,,,,,,,,,,,,,,,,,,,,,
,732,2783,510,,2296,222,487,0,0,1314,1349,678,625,619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kratie,,,,,,,,,,,,,,,,,,,,,,,
,216,844,109,,578,107,266,0,0,390,393,93,55,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mondul Kiri,,,,,,,,,,,,,,,,,,,,,,,
,431,2058,346,,1846,85,212,0,0,819,814,344,287,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otdar Meanchey,,,,,,,,,,,,,,,,,,,,,,,
,132,723,122,,706,10,17,0,0,252,247,158,130,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pailin,,,,,,,,,,,,,,,,,,,,,,,
,868,5398,852,,5339,16,59,0,0,1513,1550,1177,1282,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phnom Penh,,,,,,,,,,,,,,,,,,,,,,,
,214,1616,206,,1595,7,16,1,5,380,377,137,145,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preah Sihanouk,,,,,,,,,,,,,,,,,,,,,,,
,529,2387,357,,1974,172,413,0,0,1109,1119,507,475,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preah Vihear,,,,,,,,,,,,,,,,,,,,,,,
,1702,7548,1629,,7339,73,209,0,0,3115,3144,1756,1639,1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,
,829,3483,649,,3044,180,439,0,0,1504,1536,443,357,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pursat,,,,,,,,,,,,,,,,,,,,,,,
,480,1727,290,,1209,190,518,0,0,959,933,466,430,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ratanak Kiri,,,,,,,,,,,,,,,,,,,,,,,
,1857,7023,1698,,6631,156,385,3,7,3816,3840,1345,1199,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siemreap,,,,,,,,,,,,,,,,,,,,,,,
,354,1305,209,,889,145,416,0,0,627,635,255,253,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stung Treng,,,,,,,,,,,,,,,,,,,,,,,
,940,4066,918,,4009,22,57,0,0,1698,1718,928,798,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Svay Rieng,,,,,,,,,,,,,,,,,,,,,,,
,1636,7486,1607,,7389,29,97,0,0,2926,3040,1980,1953,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Takeo,,,,,,,,,,,,,,,,,,,,,,,
,1063,4821,1027,,4725,35,96,1,0,1887,1914,1027,992,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tbaung Khmum,,,,,,,,,,,,,,,,,,,,,,,
,22271,99211,19965,,93064,2301,6135,5,12,41052,41674,21543,20302,17857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Kingdom,,,,,,,,,,,,,,,,,,,,,,,
,3195,17047,2996,,16467,198,575,1,5,5655,5742,3449,3367,2847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-  Urban Area,,,,,,,,,,,,,,,,,,,,,,,
,19076,82164,16969,,76597,2103,5560,4,7,35397,35932,18094,16935,15010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-  Rural Area,,,,,,,,,,,,,,,,,,,,,,,
,School Area (m2),,Cl.room Area,,Pre-School with,"Schools with Sport Ground, Equipment and Teams / Player for",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province,,,,,,,,,,,,,,,,,,,,,,
,Land,Playground,per Student,,Sport Facility,Volleyball,Football,Basketball,Climb.Ropes,Shotput,High Jump,Long Jump,Running,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38262,11108,1.38,,159,141,167,23,26,43,81,67,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banteay Meanchey,,,,,,,,,,,,,,,,,,,,,,
,49856,5843,1.24,,209,167,152,25,43,63,90,80,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Battambang,,,,,,,,,,,,,,,,,,,,,,
,18721,8885,1.25,,110,118,34,12,21,35,42,44,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampong Cham,,,,,,,,,,,,,,,,,,,,,,
,24193,67839,1.21,,45,119,84,22,37,53,114,111,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampong Chhnang,,,,,,,,,,,,,,,,,,,,,,
,27613,16225,1.35,,113,259,219,34,38,62,207,196,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,
,46279,11758,1.59,,94,121,91,10,10,48,121,105,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampong Thom,,,,,,,,,,,,,,,,,,,,,,
,10370,5138,1.49,,54,171,84,22,46,108,172,159,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampot,,,,,,,,,,,,,,,,,,,,,,
,50102,12238,1.36,,126,173,99,40,78,94,181,164,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kandal,,,,,,,,,,,,,,,,,,,,,,
,13701,1898,1.73,,3,13,8,0,0,12,20,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kep,,,,,,,,,,,,,,,,,,,,,,
,15453,9466,1.87,,24,26,25,5,3,4,9,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Koh Kong,,,,,,,,,,,,,,,,,,,,,,
,88054,17137,1.35,,68,95,73,18,19,46,98,94,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kratie,,,,,,,,,,,,,,,,,,,,,,
,18812,5357,1.88,,8,33,26,2,2,6,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mondul Kiri,,,,,,,,,,,,,,,,,,,,,,
,21988,8615,1.78,,50,96,93,11,13,34,50,46,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Otdar Meanchey,,,,,,,,,,,,,,,,,,,,,,
,20589,4782,1.63,,10,16,18,7,3,10,18,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pailin,,,,,,,,,,,,,,,,,,,,,,
,61702,16502,1.02,,91,84,56,30,22,39,90,85,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phnom Penh,,,,,,,,,,,,,,,,,,,,,,
,24816,14552,1.48,,16,34,22,12,4,11,19,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preah Sihanouk,,,,,,,,,,,,,,,,,,,,,,
,29921,13101,1.77,,33,82,80,12,13,32,38,37,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preah Vihear,,,,,,,,,,,,,,,,,,,,,,
,14208,5611,1.41,,142,278,195,23,38,81,128,114,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prey Veng,,,,,,,,,,,,,,,,,,,,,,
,36462,9185,1.32,,70,143,80,16,16,33,76,75,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pursat,,,,,,,,,,,,,,,,,,,,,,
,27114,4593,1.44,,32,99,88,13,12,29,53,52,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ratanak Kiri,,,,,,,,,,,,,,,,,,,,,,
,21936,7467,1.18,,203,134,133,27,13,40,53,61,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siemreap,,,,,,,,,,,,,,,,,,,,,,
,18435,5527,1.73,,25,69,62,4,7,21,47,42,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stung Treng,,,,,,,,,,,,,,,,,,,,,,
,31286,9210,1.47,,76,113,88,18,29,32,65,56,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Svay Rieng,,,,,,,,,,,,,,,,,,,,,,
,30165,47268,1.79,,161,299,119,30,77,86,226,221,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Takeo,,,,,,,,,,,,,,,,,,,,,,
,27543,10073,1.28,,107,101,71,14,18,23,34,36,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tbaung Khmum,,,,,,,,,,,,,,,,,,,,,,
,33069,13856,1.37,,2029,2984,2167,430,588,1045,2038,1916,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whole Kingdom,,,,,,,,,,,,,,,,,,,,,,
,40758,10747,1.2,,300,281,226,115,73,152,273,262,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-  Urban Area,,,,,,,,,,,,,,,,,,,,,,
,32128,14234,1.42,,1729,2703,1941,315,515,893,1765,1654,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-  Rural Area,,,,,,,,,,,,,,,,,,,,,,
,Gross Admission,Net Admission,% Over-age (6+),,Transition Rate,Transition Rate,Gross Enrollment Rate,,,Net Enrollment Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Province,,,,,,,,,,,,,,,,,,,,,
,Rate,Rate,Admission,,"to Lower Sec.
2020/2021","to Upper Sec.
2020/2021",Primary,L.Sec.,U.Sec.,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,97.4,66.9,31.3,,80.4,77.5,97.4,50.1,23.9,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banteay Meanchey,,,,,,,,,,,,,,,,,,,,,
,137.2,90.9,33.8,,77,75.1,145.2,68.7,34.1,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Battambang,,,,,,,,,,,,,,,,,,,,,
,125.8,91.4,27.4,,78.1,77.1,123.5,67.3,38.5,95.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampong Cham,,,,,,,,,,,,,,,,,,,,,
,114.2,96.4,15.6,,81.3,71.8,117.8,66.1,33.3,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampong Chhnang,,,,,,,,,,,,,,,,,,,,,
,97.8,73.2,25.2,,78.1,69.3,104.9,56.3,25.2,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampong Speu,,,,,,,,,,,,,,,,,,,,,
,123.1,95.2,22.6,,82.7,76.8,117.3,61.1,34,92.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampong Thom,,,,,,,,,,,,,,,,,,,,,
